Freq.	V(v1)/I(V1)
3.39739739739735e+09	-1.01312234281013e+03,-2.62155965382769e+02
3.39839839839835e+09	-1.01368995464884e+03,-2.59519965168787e+02
3.39939939939935e+09	-1.01424320488046e+03,-2.56881861856741e+02
3.40040040040035e+09	-1.01478208444257e+03,-2.54241771397908e+02
3.40140140140135e+09	-1.01530658551517e+03,-2.51599809753584e+02
3.40240240240235e+09	-1.01581670151947e+03,-2.48956092878591e+02
3.40340340340336e+09	-1.01631242711669e+03,-2.46310736704724e+02
3.40440440440436e+09	-1.01679375820638e+03,-2.43663857124279e+02
3.40540540540536e+09	-1.01726069192459e+03,-2.41015569973659e+02
3.40640640640636e+09	-1.01771322664178e+03,-2.38365991016955e+02
3.40740740740736e+09	-1.01815136196041e+03,-2.35715235929668e+02
3.40840840840836e+09	-1.01857509871233e+03,-2.33063420282420e+02
3.40940940940936e+09	-1.01898443895589e+03,-2.30410659524762e+02
3.41041041041036e+09	-1.01937938597282e+03,-2.27757068969097e+02
3.41141141141136e+09	-1.01975994426480e+03,-2.25102763774568e+02
3.41241241241236e+09	-1.02012611954988e+03,-2.22447858931131e+02
3.41341341341336e+09	-1.02047791875853e+03,-2.19792469243670e+02
3.41441441441436e+09	-1.02081535002955e+03,-2.17136709316173e+02
3.41541541541537e+09	-1.02113842270566e+03,-2.14480693536074e+02
3.41641641641637e+09	-1.02144714732894e+03,-2.11824536058589e+02
3.41741741741737e+09	-1.02174153563588e+03,-2.09168350791268e+02
3.41841841841837e+09	-1.02202160055239e+03,-2.06512251378542e+02
3.41941941941937e+09	-1.02228735618837e+03,-2.03856351186492e+02
3.42042042042037e+09	-1.02253881783223e+03,-2.01200763287606e+02
3.42142142142137e+09	-1.02277600194506e+03,-1.98545600445766e+02
3.42242242242237e+09	-1.02299892615461e+03,-1.95890975101320e+02
3.42342342342337e+09	-1.02320760924906e+03,-1.93236999356202e+02
3.42442442442437e+09	-1.02340207117058e+03,-1.90583784959344e+02
3.42542542542537e+09	-1.02358233300860e+03,-1.87931443292030e+02
3.42642642642638e+09	-1.02374841699297e+03,-1.85280085353570e+02
3.42742742742738e+09	-1.02390034648681e+03,-1.82629821746965e+02
3.42842842842838e+09	-1.02403814597921e+03,-1.79980762664799e+02
3.42942942942938e+09	-1.02416184107773e+03,-1.77333017875279e+02
3.43043043043038e+09	-1.02427145850065e+03,-1.74686696708370e+02
3.43143143143138e+09	-1.02436702606905e+03,-1.72041908042134e+02
3.43243243243238e+09	-1.02444857269871e+03,-1.69398760289215e+02
3.43343343343338e+09	-1.02451612839180e+03,-1.66757361383460e+02
3.43443443443438e+09	-1.02456972422833e+03,-1.64117818766766e+02
3.43543543543538e+09	-1.02460939235755e+03,-1.61480239375983e+02
3.43643643643638e+09	-1.02463516598902e+03,-1.58844729630121e+02
3.43743743743739e+09	-1.02464707938360e+03,-1.56211395417635e+02
3.43843843843839e+09	-1.02464516784421e+03,-1.53580342083878e+02
3.43943943943939e+09	-1.02462946770646e+03,-1.50951674418824e+02
3.44044044044039e+09	-1.02460001632909e+03,-1.48325496644882e+02
3.44144144144139e+09	-1.02455685208424e+03,-1.45701912404917e+02
3.44244244244239e+09	-1.02450001434759e+03,-1.43081024750455e+02
3.44344344344339e+09	-1.02442954348831e+03,-1.40462936130129e+02
3.44444444444439e+09	-1.02434548085892e+03,-1.37847748378175e+02
3.44544544544539e+09	-1.02424786878488e+03,-1.35235562703322e+02
3.44644644644639e+09	-1.02413675055420e+03,-1.32626479677664e+02
3.44744744744739e+09	-1.02401217040677e+03,-1.30020599225893e+02
3.44844844844839e+09	-1.02387417352362e+03,-1.27418020614621e+02
3.44944944944940e+09	-1.02372280601607e+03,-1.24818842441976e+02
3.45045045045040e+09	-1.02355811491469e+03,-1.22223162627330e+02
3.45145145145140e+09	-1.02338014815818e+03,-1.19631078401303e+02
3.45245245245240e+09	-1.02318895458210e+03,-1.17042686295881e+02
3.45345345345340e+09	-1.02298458390756e+03,-1.14458082134843e+02
3.45445445445440e+09	-1.02276708672966e+03,-1.11877361024316e+02
3.45545545545540e+09	-1.02253651450600e+03,-1.09300617343527e+02
3.45645645645640e+09	-1.02229291954491e+03,-1.06727944735873e+02
3.45745745745740e+09	-1.02203635499372e+03,-1.04159436100044e+02
3.45845845845840e+09	-1.02176687482685e+03,-1.01595183581500e+02
3.45945945945940e+09	-1.02148453383388e+03,-9.90352785640548e+01
3.46046046046041e+09	-1.02118938760743e+03,-9.64798116617545e+01
3.46146146146141e+09	-1.02088149253108e+03,-9.39288727108762e+01
3.46246246246241e+09	-1.02056090576714e+03,-9.13825507622345e+01
3.46346346346341e+09	-1.02022768524434e+03,-8.88409340736384e+01
3.46446446446441e+09	-1.01988188964549e+03,-8.63041101025714e+01
3.46546546546541e+09	-1.01952357839506e+03,-8.37721654991392e+01
3.46646646646641e+09	-1.01915281164666e+03,-8.12451860991457e+01
3.46746746746741e+09	-1.01876965027054e+03,-7.87232569174293e+01
3.46846846846841e+09	-1.01837415584097e+03,-7.62064621414418e+01
3.46946946946941e+09	-1.01796639062358e+03,-7.36948851249998e+01
3.47047047047041e+09	-1.01754641756269e+03,-7.11886083822503e+01
3.47147147147142e+09	-1.01711430026857e+03,-6.86877135818861e+01
3.47247247247242e+09	-1.01667010300468e+03,-6.61922815415267e+01
3.47347347347342e+09	-1.01621389067481e+03,-6.37023922223592e+01
3.47447447447442e+09	-1.01574572881033e+03,-6.12181247239771e+01
3.47547547547542e+09	-1.01526568355725e+03,-5.87395572794276e+01
3.47647647647642e+09	-1.01477382166340e+03,-5.62667672504303e+01
3.47747747747742e+09	-1.01427021046550e+03,-5.37998311229323e+01
3.47847847847842e+09	-1.01375491787622e+03,-5.13388245027200e+01
3.47947947947942e+09	-1.01322801237131e+03,-4.88838221113383e+01
3.48048048048042e+09	-1.01268956297662e+03,-4.64348977822141e+01
3.48148148148142e+09	-1.01213963925520e+03,-4.39921244569125e+01
3.48248248248242e+09	-1.01157831129432e+03,-4.15555741817417e+01
3.48348348348343e+09	-1.01100564969258e+03,-3.91253181044074e+01
3.48448448448443e+09	-1.01042172554698e+03,-3.67014264709740e+01
3.48548548548543e+09	-1.00982661043998e+03,-3.42839686230004e+01
3.48648648648643e+09	-1.00922037642661e+03,-3.18730129948825e+01
3.48748748748743e+09	-1.00860309602162e+03,-2.94686271113920e+01
3.48848848848843e+09	-1.00797484218658e+03,-2.70708775854054e+01
3.48948948948943e+09	-1.00733568831708e+03,-2.46798301158793e+01
3.49049049049043e+09	-1.00668570822987e+03,-2.22955494859394e+01
3.49149149149143e+09	-1.00602497615016e+03,-1.99180995612782e+01
3.49249249249243e+09	-1.00535356669880e+03,-1.75475432886238e+01
3.49349349349343e+09	-1.00467155487964e+03,-1.51839426944970e+01
3.49449449449444e+09	-1.00397901606681e+03,-1.28273588841248e+01
3.49549549549544e+09	-1.00327602599215e+03,-1.04778520405256e+01
3.49649649649644e+09	-1.00256266073260e+03,-8.13548142381779e+00
3.49749749749744e+09	-1.00183899669769e+03,-5.80030537067733e+00
3.49849849849844e+09	-1.00110511061706e+03,-3.47238129401371e+00
3.49949949949944e+09	-1.00036107952805e+03,-1.15176568281374e+00
3.50050050050044e+09	-9.99606980763343e+02,1.16148589784878e+00
3.50150150150144e+09	-9.98842891938655e+02,3.46731880660186e+00
3.50250250250244e+09	-9.98068890940501e+02,5.76567932541327e+00
3.50350350350344e+09	-9.97285055914034e+02,8.05651465900985e+00
3.50450450450444e+09	-9.96491465250932e+02,1.03397729341938e+01
3.50550550550545e+09	-9.95688197577372e+02,1.26154031989188e+01
3.50650650650645e+09	-9.94875331742071e+02,1.48833554212396e+01
3.50750750750745e+09	-9.94052946804405e+02,1.71435804881039e+01
3.50850850850845e+09	-9.93221122022601e+02,1.93960302039399e+01
3.50950950950945e+09	-9.92379936842013e+02,2.16406572891123e+01
3.51051051051045e+09	-9.91529470883485e+02,2.38774153782224e+01
3.51151151151145e+09	-9.90669803931782e+02,2.61062590182467e+01
3.51251251251245e+09	-9.89801015924125e+02,2.83271436665110e+01
3.51351351351345e+09	-9.88923186938813e+02,3.05400256885175e+01
3.51451451451445e+09	-9.88036397183920e+02,3.27448623556271e+01
3.51551551551545e+09	-9.87140726986103e+02,3.49416118426120e+01
3.51651651651645e+09	-9.86236256779490e+02,3.71302332250226e+01
3.51751751751746e+09	-9.85323067094669e+02,3.93106864764458e+01
3.51851851851846e+09	-9.84401238547779e+02,4.14829324656272e+01
3.51951951951946e+09	-9.83470851829702e+02,4.36469329533981e+01
3.52052052052046e+09	-9.82531987695332e+02,4.58026505895817e+01
3.52152152152146e+09	-9.81584726952986e+02,4.79500489096450e+01
3.52252252252246e+09	-9.80629150453889e+02,5.00890923312806e+01
3.52352352352346e+09	-9.79665339081765e+02,5.22197461508770e+01
3.52452452452446e+09	-9.78693373742555e+02,5.43419765398404e+01
3.52552552552546e+09	-9.77713335354231e+02,5.64557505407694e+01
3.52652652652646e+09	-9.76725304836708e+02,5.85610360635731e+01
3.52752752752746e+09	-9.75729363101886e+02,6.06578018814310e+01
3.52852852852847e+09	-9.74725591043798e+02,6.27460176266075e+01
3.52952952952947e+09	-9.73714069528860e+02,6.48256537862512e+01
3.53053053053047e+09	-9.72694879386251e+02,6.68966816979810e+01
3.53153153153147e+09	-9.71668101398393e+02,6.89590735454282e+01
3.53253253253247e+09	-9.70633816291557e+02,7.10128023536638e+01
3.53353353353347e+09	-9.69592104726582e+02,7.30578419844979e+01
3.53453453453447e+09	-9.68543047289710e+02,7.50941671317116e+01
3.53553553553547e+09	-9.67486724483543e+02,7.71217533161756e+01
3.53653653653647e+09	-9.66423216718113e+02,7.91405768809045e+01
3.53753753753747e+09	-9.65352604302080e+02,8.11506149859362e+01
3.53853853853847e+09	-9.64274967434037e+02,8.31518456032529e+01
3.53953953953947e+09	-9.63190386193954e+02,8.51442475114680e+01
3.54054054054048e+09	-9.62098940534725e+02,8.71278002905899e+01
3.54154154154148e+09	-9.61000710273849e+02,8.91024843165340e+01
3.54254254254248e+09	-9.59895775085230e+02,9.10682807556968e+01
3.54354354354348e+09	-9.58784214491094e+02,9.30251715593757e+01
3.54454454454448e+09	-9.57666107854040e+02,9.49731394581364e+01
3.54554554554548e+09	-9.56541534369200e+02,9.69121679561212e+01
3.54654654654648e+09	-9.55410573056539e+02,9.88422413252515e+01
3.54754754754748e+09	-9.54273302753261e+02,1.00763344599403e+02
3.54854854854848e+09	-9.53129802106345e+02,1.02675463568530e+02
3.54954954954948e+09	-9.51980149565227e+02,1.04578584772619e+02
3.55055055055048e+09	-9.50824423374562e+02,1.06472695495732e+02
3.55155155155149e+09	-9.49662701567145e+02,1.08357783759898e+02
3.55255255255249e+09	-9.48495061956947e+02,1.10233838318974e+02
3.55355355355349e+09	-9.47321582132265e+02,1.12100848652457e+02
3.55455455455449e+09	-9.46142339449011e+02,1.13958804959217e+02
3.55555555555549e+09	-9.44957411024113e+02,1.15807698151249e+02
3.55655655655649e+09	-9.43766873729035e+02,1.17647519847304e+02
3.55755755755749e+09	-9.42570804183451e+02,1.19478262366511e+02
3.55855855855849e+09	-9.41369278749000e+02,1.21299918721945e+02
3.55955955955949e+09	-9.40162373523185e+02,1.23112482614208e+02
3.56056056056049e+09	-9.38950164333402e+02,1.24915948424868e+02
3.56156156156149e+09	-9.37732726731068e+02,1.26710311209977e+02
3.56256256256250e+09	-9.36510135985902e+02,1.28495566693454e+02
3.56356356356350e+09	-9.35282467080287e+02,1.30271711260547e+02
3.56456456456450e+09	-9.34049794703800e+02,1.32038741951122e+02
3.56556556556550e+09	-9.32812193247813e+02,1.33796656453095e+02
3.56656656656650e+09	-9.31569736800252e+02,1.35545453095686e+02
3.56756756756750e+09	-9.30322499140461e+02,1.37285130842740e+02
3.56856856856850e+09	-9.29070553734179e+02,1.39015689286014e+02
3.56956956956950e+09	-9.27813973728644e+02,1.40737128638402e+02
3.57057057057050e+09	-9.26552831947808e+02,1.42449449727207e+02
3.57157157157150e+09	-9.25287200887682e+02,1.44152653987335e+02
3.57257257257250e+09	-9.24017152711770e+02,1.45846743454522e+02
3.57357357357350e+09	-9.22742759246651e+02,1.47531720758525e+02
3.57457457457451e+09	-9.21464091977653e+02,1.49207589116312e+02
3.57557557557551e+09	-9.20181222044648e+02,1.50874352325235e+02
3.57657657657651e+09	-9.18894220237959e+02,1.52532014756217e+02
3.57757757757751e+09	-9.17603156994386e+02,1.54180581346893e+02
3.57857857857851e+09	-9.16308102393330e+02,1.55820057594801e+02
3.57957957957951e+09	-9.15009126153044e+02,1.57450449550528e+02
3.58058058058051e+09	-9.13706297626978e+02,1.59071763810883e+02
3.58158158158151e+09	-9.12399685800243e+02,1.60684007512051e+02
3.58258258258251e+09	-9.11089359286181e+02,1.62287188322772e+02
3.58358358358351e+09	-9.09775386323048e+02,1.63881314437490e+02
3.58458458458451e+09	-9.08457834770781e+02,1.65466394569564e+02
3.58558558558552e+09	-9.07136772107899e+02,1.67042437944432e+02
3.58658658658652e+09	-9.05812265428497e+02,1.68609454292799e+02
3.58758758758752e+09	-9.04484381439336e+02,1.70167453843853e+02
3.58858858858852e+09	-9.03153186457032e+02,1.71716447318507e+02
3.58958958958952e+09	-9.01818746405390e+02,1.73256445922548e+02
3.59059059059052e+09	-9.00481126812753e+02,1.74787461340001e+02
3.59159159159152e+09	-8.99140392809551e+02,1.76309505726278e+02
3.59259259259252e+09	-8.97796609125869e+02,1.77822591701513e+02
3.59359359359352e+09	-8.96449840089151e+02,1.79326732343849e+02
3.59459459459452e+09	-8.95100149621992e+02,1.80821941182750e+02
3.59559559559552e+09	-8.93747601240028e+02,1.82308232192324e+02
3.59659659659653e+09	-8.92392258049912e+02,1.83785619784698e+02
3.59759759759753e+09	-8.91034182747387e+02,1.85254118803392e+02
3.59859859859853e+09	-8.89673437615456e+02,1.86713744516723e+02
3.59959959959953e+09	-8.88310084522636e+02,1.88164512611243e+02
3.60060060060053e+09	-8.86944184921309e+02,1.89606439185160e+02
3.60160160160153e+09	-8.85575799846157e+02,1.91039540741868e+02
3.60260260260253e+09	-8.84204989912675e+02,1.92463834183426e+02
3.60360360360353e+09	-8.82831815315797e+02,1.93879336804102e+02
3.60460460460453e+09	-8.81456335828575e+02,1.95286066283967e+02
3.60560560560553e+09	-8.80078610800966e+02,1.96684040682456e+02
3.60660660660653e+09	-8.78698699158698e+02,1.98073278432030e+02
3.60760760760753e+09	-8.77316659402205e+02,1.99453798331831e+02
3.60860860860854e+09	-8.75932549605660e+02,2.00825619541375e+02
3.60960960960954e+09	-8.74546427416072e+02,2.02188761574299e+02
3.61061061061054e+09	-8.73158350052475e+02,2.03543244292124e+02
3.61161161161154e+09	-8.71768374305186e+02,2.04889087898052e+02
3.61261261261254e+09	-8.70376556535147e+02,2.06226312930803e+02
3.61361361361354e+09	-8.68982952673328e+02,2.07554940258517e+02
3.61461461461454e+09	-8.67587618220222e+02,2.08874991072640e+02
3.61561561561554e+09	-8.66190608245396e+02,2.10186486881904e+02
3.61661661661654e+09	-8.64791977387138e+02,2.11489449506287e+02
3.61761761761754e+09	-8.63391779852126e+02,2.12783901071100e+02
3.61861861861854e+09	-8.61990069415244e+02,2.14069864000991e+02
3.61961961961955e+09	-8.60586899419379e+02,2.15347361014131e+02
3.62062062062055e+09	-8.59182322775357e+02,2.16616415116312e+02
3.62162162162155e+09	-8.57776391961898e+02,2.17877049595189e+02
3.62262262262255e+09	-8.56369159025665e+02,2.19129288014489e+02
3.62362362362355e+09	-8.54960675581360e+02,2.20373154208317e+02
3.62462462462455e+09	-8.53550992811885e+02,2.21608672275476e+02
3.62562562562555e+09	-8.52140161468588e+02,2.22835866573824e+02
3.62662662662655e+09	-8.50728231871517e+02,2.24054761714720e+02
3.62762762762755e+09	-8.49315253909792e+02,2.25265382557470e+02
3.62862862862855e+09	-8.47901277042009e+02,2.26467754203810e+02
3.62962962962955e+09	-8.46486350296676e+02,2.27661901992509e+02
3.63063063063056e+09	-8.45070522272768e+02,2.28847851493914e+02
3.63163163163156e+09	-8.43653841140277e+02,2.30025628504617e+02
3.63263263263256e+09	-8.42236354640831e+02,2.31195259042171e+02
3.63363363363356e+09	-8.40818110088410e+02,2.32356769339754e+02
3.63463463463456e+09	-8.39399154370037e+02,2.33510185841039e+02
3.63563563563556e+09	-8.37979533946598e+02,2.34655535194947e+02
3.63663663663656e+09	-8.36559294853638e+02,2.35792844250594e+02
3.63763763763756e+09	-8.35138482702277e+02,2.36922140052163e+02
3.63863863863856e+09	-8.33717142680120e+02,2.38043449833906e+02
3.63963963963956e+09	-8.32295319552236e+02,2.39156801015157e+02
3.64064064064056e+09	-8.30873057662191e+02,2.40262221195399e+02
3.64164164164156e+09	-8.29450400933094e+02,2.41359738149400e+02
3.64264264264257e+09	-8.28027392868736e+02,2.42449379822344e+02
3.64364364364357e+09	-8.26604076554715e+02,2.43531174325087e+02
3.64464464464457e+09	-8.25180494659653e+02,2.44605149929391e+02
3.64564564564557e+09	-8.23756689436416e+02,2.45671335063258e+02
3.64664664664657e+09	-8.22332702723408e+02,2.46729758306266e+02
3.64764764764757e+09	-8.20908575945873e+02,2.47780448384999e+02
3.64864864864857e+09	-8.19484350117244e+02,2.48823434168507e+02
3.64964964964957e+09	-8.18060065840544e+02,2.49858744663806e+02
3.65065065065057e+09	-8.16635763309817e+02,2.50886409011424e+02
3.65165165165157e+09	-8.15211482311564e+02,2.51906456481038e+02
3.65265265265257e+09	-8.13787262226271e+02,2.52918916467096e+02
3.65365365365358e+09	-8.12363142029912e+02,2.53923818484538e+02
3.65465465465458e+09	-8.10939160295519e+02,2.54921192164555e+02
3.65565565565558e+09	-8.09515355194791e+02,2.55911067250362e+02
3.65665665665658e+09	-8.08091764499686e+02,2.56893473593087e+02
3.65765765765758e+09	-8.06668425584105e+02,2.57868441147632e+02
3.65865865865858e+09	-8.05245375425553e+02,2.58835999968652e+02
3.65965965965958e+09	-8.03822650606871e+02,2.59796180206518e+02
3.66066066066058e+09	-8.02400287317947e+02,2.60749012103402e+02
3.66166166166158e+09	-8.00978321357512e+02,2.61694525989328e+02
3.66266266266258e+09	-7.99556788134907e+02,2.62632752278342e+02
3.66366366366358e+09	-7.98135722671912e+02,2.63563721464680e+02
3.66466466466459e+09	-7.96715159604578e+02,2.64487464119026e+02
3.66566566566559e+09	-7.95295133185092e+02,2.65404010884778e+02
3.66666666666659e+09	-7.93875677283660e+02,2.66313392474394e+02
3.66766766766759e+09	-7.92456825390438e+02,2.67215639665748e+02
3.66866866866859e+09	-7.91038610617420e+02,2.68110783298583e+02
3.66966966966959e+09	-7.89621065700416e+02,2.68998854270978e+02
3.67067067067059e+09	-7.88204223001018e+02,2.69879883535853e+02
3.67167167167159e+09	-7.86788114508585e+02,2.70753902097543e+02
3.67267267267259e+09	-7.85372771842242e+02,2.71620941008422e+02
3.67367367367359e+09	-7.83958226252908e+02,2.72481031365560e+02
3.67467467467459e+09	-7.82544508625339e+02,2.73334204307417e+02
3.67567567567559e+09	-7.81131649480188e+02,2.74180491010595e+02
3.67667667667660e+09	-7.79719678976065e+02,2.75019922686648e+02
3.67767767767760e+09	-7.78308626911635e+02,2.75852530578914e+02
3.67867867867860e+09	-7.76898522727715e+02,2.76678345959399e+02
3.67967967967960e+09	-7.75489395509382e+02,2.77497400125727e+02
3.68068068068060e+09	-7.74081273988114e+02,2.78309724398088e+02
3.68168168168160e+09	-7.72674186543921e+02,2.79115350116282e+02
3.68268268268260e+09	-7.71268161207495e+02,2.79914308636773e+02
3.68368368368360e+09	-7.69863225662376e+02,2.80706631329801e+02
3.68468468468460e+09	-7.68459407247127e+02,2.81492349576532e+02
3.68568568568560e+09	-7.67056732957515e+02,2.82271494766248e+02
3.68668668668660e+09	-7.65655229448698e+02,2.83044098293597e+02
3.68768768768761e+09	-7.64254923037434e+02,2.83810191555864e+02
3.68868868868861e+09	-7.62855839704288e+02,2.84569805950289e+02
3.68968968968961e+09	-7.61458005095846e+02,2.85322972871448e+02
3.69069069069061e+09	-7.60061444526943e+02,2.86069723708642e+02
3.69169169169161e+09	-7.58666182982892e+02,2.86810089843352e+02
3.69269269269261e+09	-7.57272245121722e+02,2.87544102646734e+02
3.69369369369361e+09	-7.55879655276421e+02,2.88271793477128e+02
3.69469469469461e+09	-7.54488437457186e+02,2.88993193677650e+02
3.69569569569561e+09	-7.53098615353658e+02,2.89708334573801e+02
3.69669669669661e+09	-7.51710212337214e+02,2.90417247471092e+02
3.69769769769761e+09	-7.50323251463190e+02,2.91119963652763e+02
3.69869869869862e+09	-7.48937755473174e+02,2.91816514377486e+02
3.69969969969962e+09	-7.47553746797253e+02,2.92506930877154e+02
3.70070070070062e+09	-7.46171247556285e+02,2.93191244354674e+02
3.70170170170162e+09	-7.44790279564181e+02,2.93869485981811e+02
3.70270270270262e+09	-7.43410864330173e+02,2.94541686897067e+02
3.70370370370362e+09	-7.42033023061069e+02,2.95207878203620e+02
3.70470470470462e+09	-7.40656776663567e+02,2.95868090967238e+02
3.70570570570562e+09	-7.39282145746473e+02,2.96522356214332e+02
3.70670670670662e+09	-7.37909150623036e+02,2.97170704929923e+02
3.70770770770762e+09	-7.36537811313176e+02,2.97813168055753e+02
3.70870870870862e+09	-7.35168147545789e+02,2.98449776488354e+02
3.70970970970962e+09	-7.33800178760988e+02,2.99080561077219e+02
3.71071071071063e+09	-7.32433924112400e+02,2.99705552622938e+02
3.71171171171163e+09	-7.31069402469422e+02,3.00324781875430e+02
3.71271271271263e+09	-7.29706632419490e+02,3.00938279532172e+02
3.71371371371363e+09	-7.28345632270340e+02,3.01546076236475e+02
3.71471471471463e+09	-7.26986420052268e+02,3.02148202575803e+02
3.71571571571563e+09	-7.25629013520395e+02,3.02744689080097e+02
3.71671671671663e+09	-7.24273430156915e+02,3.03335566220161e+02
3.71771771771763e+09	-7.22919687173337e+02,3.03920864406079e+02
3.71871871871863e+09	-7.21567801512760e+02,3.04500613985628e+02
3.71971971971963e+09	-7.20217789852071e+02,3.05074845242781e+02
3.72072072072063e+09	-7.18869668604221e+02,3.05643588396188e+02
3.72172172172164e+09	-7.17523453920430e+02,3.06206873597727e+02
3.72272272272264e+09	-7.16179161692436e+02,3.06764730931054e+02
3.72372372372364e+09	-7.14836807554699e+02,3.07317190410213e+02
3.72472472472464e+09	-7.13496406886614e+02,3.07864281978263e+02
3.72572572572564e+09	-7.12157974814745e+02,3.08406035505920e+02
3.72672672672664e+09	-7.10821526214998e+02,3.08942480790259e+02
3.72772772772764e+09	-7.09487075714833e+02,3.09473647553429e+02
3.72872872872864e+09	-7.08154637695455e+02,3.09999565441384e+02
3.72972972972964e+09	-7.06824226293988e+02,3.10520264022675e+02
3.73073073073064e+09	-7.05495855405668e+02,3.11035772787229e+02
3.73173173173164e+09	-7.04169538685979e+02,3.11546121145212e+02
3.73273273273265e+09	-7.02845289552855e+02,3.12051338425842e+02
3.73373373373365e+09	-7.01523121188797e+02,3.12551453876316e+02
3.73473473473465e+09	-7.00203046543042e+02,3.13046496660691e+02
3.73573573573565e+09	-6.98885078333687e+02,3.13536495858837e+02
3.73673673673665e+09	-6.97569229049823e+02,3.14021480465397e+02
3.73773773773765e+09	-6.96255510953654e+02,3.14501479388775e+02
3.73873873873865e+09	-6.94943936082611e+02,3.14976521450152e+02
3.73973973973965e+09	-6.93634516251437e+02,3.15446635382539e+02
3.74074074074065e+09	-6.92327263054315e+02,3.15911849829821e+02
3.74174174174165e+09	-6.91022187866915e+02,3.16372193345865e+02
3.74274274274265e+09	-6.89719301848497e+02,3.16827694393626e+02
3.74374374374365e+09	-6.88418615943963e+02,3.17278381344292e+02
3.74474474474466e+09	-6.87120140885914e+02,3.17724282476440e+02
3.74574574574566e+09	-6.85823887196697e+02,3.18165425975230e+02
3.74674674674666e+09	-6.84529865190447e+02,3.18601839931606e+02
3.74774774774766e+09	-6.83238084975103e+02,3.19033552341535e+02
3.74874874874866e+09	-6.81948556454441e+02,3.19460591105247e+02
3.74974974974966e+09	-6.80661289330054e+02,3.19882984026538e+02
3.75075075075066e+09	-6.79376293103373e+02,3.20300758812042e+02
3.75175175175166e+09	-6.78093577077639e+02,3.20713943070566e+02
3.75275275275266e+09	-6.76813150359886e+02,3.21122564312421e+02
3.75375375375366e+09	-6.75535021862893e+02,3.21526649948795e+02
3.75475475475466e+09	-6.74259200307146e+02,3.21926227291132e+02
3.75575575575567e+09	-6.72985694222792e+02,3.22321323550520e+02
3.75675675675667e+09	-6.71714511951535e+02,3.22711965837149e+02
3.75775775775767e+09	-6.70445661648604e+02,3.23098181159710e+02
3.75875875875867e+09	-6.69179151284621e+02,3.23479996424898e+02
3.75975975975967e+09	-6.67914988647528e+02,3.23857438436862e+02
3.76076076076067e+09	-6.66653181344456e+02,3.24230533896732e+02
3.76176176176167e+09	-6.65393736803616e+02,3.24599309402115e+02
3.76276276276267e+09	-6.64136662276151e+02,3.24963791446648e+02
3.76376376376367e+09	-6.62881964837997e+02,3.25324006419548e+02
3.76476476476467e+09	-6.61629651391721e+02,3.25679980605189e+02
3.76576576576567e+09	-6.60379728668354e+02,3.26031740182689e+02
3.76676676676667e+09	-6.59132203229206e+02,3.26379311225520e+02
3.76776776776768e+09	-6.57887081467689e+02,3.26722719701133e+02
3.76876876876868e+09	-6.56644369611082e+02,3.27061991470605e+02
3.76976976976968e+09	-6.55404073722341e+02,3.27397152288292e+02
3.77077077077068e+09	-6.54166199701863e+02,3.27728227801508e+02
3.77177177177168e+09	-6.52930753289248e+02,3.28055243550212e+02
3.77277277277268e+09	-6.51697740065037e+02,3.28378224966719e+02
3.77377377377368e+09	-6.50467165452478e+02,3.28697197375416e+02
3.77477477477468e+09	-6.49239034719199e+02,3.29012185992517e+02
3.77577577577568e+09	-6.48013352978985e+02,3.29323215925785e+02
3.77677677677668e+09	-6.46790125193430e+02,3.29630312174329e+02
3.77777777777768e+09	-6.45569356173645e+02,3.29933499628375e+02
3.77877877877869e+09	-6.44351050581939e+02,3.30232803069052e+02
3.77977977977969e+09	-6.43135212933472e+02,3.30528247168224e+02
3.78078078078069e+09	-6.41921847597929e+02,3.30819856488288e+02
3.78178178178169e+09	-6.40710958801137e+02,3.31107655482035e+02
3.78278278278269e+09	-6.39502550626712e+02,3.31391668492487e+02
3.78378378378369e+09	-6.38296627017669e+02,3.31671919752768e+02
3.78478478478469e+09	-6.37093191778033e+02,3.31948433385974e+02
3.78578578578569e+09	-6.35892248574428e+02,3.32221233405070e+02
3.78678678678669e+09	-6.34693800937664e+02,3.32490343712787e+02
3.78778778778769e+09	-6.33497852264300e+02,3.32755788101541e+02
3.78878878878869e+09	-6.32304405818210e+02,3.33017590253354e+02
3.78978978978970e+09	-6.31113464732127e+02,3.33275773739794e+02
3.79079079079070e+09	-6.29925032009169e+02,3.33530362021930e+02
3.79179179179170e+09	-6.28739110524373e+02,3.33781378450286e+02
3.79279279279270e+09	-6.27555703026204e+02,3.34028846264813e+02
3.79379379379370e+09	-6.26374812138041e+02,3.34272788594884e+02
3.79479479479470e+09	-6.25196440359682e+02,3.34513228459272e+02
3.79579579579570e+09	-6.24020590068804e+02,3.34750188766167e+02
3.79679679679670e+09	-6.22847263522434e+02,3.34983692313186e+02
3.79779779779770e+09	-6.21676462858403e+02,3.35213761787397e+02
3.79879879879870e+09	-6.20508190096776e+02,3.35440419765358e+02
3.79979979979970e+09	-6.19342447141283e+02,3.35663688713161e+02
3.80080080080070e+09	-6.18179235780748e+02,3.35883590986487e+02
3.80180180180171e+09	-6.17018557690476e+02,3.36100148830667e+02
3.80280280280271e+09	-6.15860414433648e+02,3.36313384380763e+02
3.80380380380371e+09	-6.14704807462728e+02,3.36523319661636e+02
3.80480480480471e+09	-6.13551738120782e+02,3.36729976588062e+02
