#Parameters = {H=1.52; R=0.5; a=21.9; delta=0.5; feed_x=3.53015; feed_y=17.264891287914; gap=2.01579; gnd_x=100; gnd_y=60; mod_ratio=1.0715; patch_x=26.0766; patch_y=20.438637424172; res_ratio=26.36; res_x=12.300513299113; res_y=0.5; short_pos=-13.235108712086; t=0.035}
#"Frequency / GHz"	"S1,1 [Magnitude]"
#------------------------------------
3.1760001182556	-0.59101630434391
3.1770000457764	-0.59388780060800
3.1779999732971	-0.59694711497640
3.1789999008179	-0.60019339041031
3.1800000667572	-0.60362530420190
3.1809999942780	-0.60723980723171
3.1819999217987	-0.61103594877321
3.1830000877380	-0.61501068890963
3.1840000152588	-0.61915927335857
3.1849999427795	-0.62347855785586
3.1860001087189	-0.62796463302548
3.1870000362396	-0.63261139384674
3.1879999637604	-0.63741496220373
3.1889998912811	-0.64236863532574
3.1900000572205	-0.64746626663026
3.1909999847412	-0.65270321397541
3.1919999122620	-0.65807040740342
3.1930000782013	-0.66356258969023
3.1940000057220	-0.66917085121564
3.1949999332428	-0.67488916990250
3.1960000991821	-0.68070900810724
3.1970000267029	-0.68662339726744
3.1979999542236	-0.69262214662694
3.1989998817444	-0.69869925506479
3.2000000476837	-0.70484573766342
3.2009999752045	-0.71105330084190
3.2019999027252	-0.71731249038320
3.2030000686646	-0.72361685713009
3.2039999961853	-0.72995689468480
3.2049999237061	-0.73632329202263
3.2060000896454	-0.74271128859048
3.2070000171661	-0.74910982887384
3.2079999446869	-0.75551226796276
3.2090001106262	-0.76191116585851
3.2100000381470	-0.76829852749887
3.2109999656677	-0.77466605888102
3.2119998931885	-0.78101065409597
3.2130000591278	-0.78732272489330
3.2139999866486	-0.79359581486903
3.2149999141693	-0.79982638636135
3.2160000801086	-0.80600644150354
3.2170000076294	-0.81213437249471
3.2179999351501	-0.81820192793306
3.2190001010895	-0.82420683480209
3.2200000286102	-0.83014490310795
3.2209999561310	-0.83601265759693
3.2219998836517	-0.84180872392456
3.2230000495911	-0.84752952245866
3.2239999771118	-0.85317356804741
3.2249999046326	-0.85873962952423
3.2260000705719	-0.86422736095108
3.2269999980927	-0.86963731933952
3.2279999256134	-0.87496891484781
3.2290000915527	-0.88022364285377
3.2300000190735	-0.88540167573768
3.2309999465942	-0.89050679067138
3.2320001125336	-0.89554058074453
3.2330000400543	-0.90050537572401
3.2339999675751	-0.90540610530042
3.2349998950958	-0.91024725952821
3.2360000610352	-0.91503140216708
3.2369999885559	-0.91976340721110
3.2379999160767	-0.92445027345518
3.2390000820160	-0.92909759970086
3.2400000095367	-0.93371001602626
3.2409999370575	-0.93829591376347
3.2420001029968	-0.94286054120767
3.2430000305176	-0.94741355304587
3.2439999580383	-0.95196102734046
3.2449998855591	-0.95651019797488
3.2460000514984	-0.96106998396365
3.2469999790192	-0.96564958437177
3.2479999065399	-0.97025549866177
3.2490000724792	-0.97489837893084
3.2500000000000	-0.97958645993250
3.2509999275208	-0.98432907463596
3.2520000934601	-0.98913493218114
3.2530000209808	-0.99401361126556
3.2539999485016	-0.99897420323767
3.2550001144409	-1.0040263518734
3.2560000419617	-1.0091796390267
3.2569999694824	-1.0144418274802
3.2579998970032	-1.0198237260473
3.2590000629425	-1.0253333690231
3.2599999904633	-1.0309815325234
3.2609999179840	-1.0367756121661
3.2620000839233	-1.0427221209825
3.2630000114441	-1.0488352280503
3.2639999389648	-1.0551181066544
3.2650001049042	-1.0615818703891
3.2660000324249	-1.0682332943003
3.2669999599457	-1.0750801434355
3.2679998874664	-1.0821295365205
3.2690000534058	-1.0893884881031
3.2699999809265	-1.0968653003333
3.2709999084473	-1.1045648217561
3.2720000743866	-1.1124943618543
3.2730000019073	-1.1206583528371
3.2739999294281	-1.1290642462007
3.2750000953674	-1.1377155001386
3.2760000228882	-1.1466178404052
3.2769999504089	-1.1557751242040
3.2780001163483	-1.1651924572878
3.2790000438690	-1.1748723239893
3.2799999713898	-1.1848195327346
3.2809998989105	-1.1950362314210
3.2820000648499	-1.2055254933621
3.2829999923706	-1.2162881284983
3.2839999198914	-1.2273276049078
3.2850000858307	-1.2386454378515
3.2860000133514	-1.2502426530963
3.2869999408722	-1.2621198529924
3.2880001068115	-1.2742772672811
3.2890000343323	-1.2867162720059
3.2899999618530	-1.2994380184325
3.2909998893738	-1.3124387752780
3.2920000553131	-1.3257208858189
3.2929999828339	-1.3392834442858
3.2939999103546	-1.3531229646944
3.2950000762939	-1.3672388414676
3.2960000038147	-1.3816332695725
3.2969999313354	-1.3962995917950
3.2980000972748	-1.4112382163820
3.2990000247955	-1.4264477038865
3.2999999523163	-1.4419244455036
3.3010001182556	-1.4576675795543
3.3020000457764	-1.4736727390632
3.3029999732971	-1.4899417820559
3.3039999008179	-1.5064678037121
3.3050000667572	-1.5232505666118
3.3059999942780	-1.5402860989518
3.3069999217987	-1.5575746152630
3.3080000877380	-1.5751131340264
3.3090000152588	-1.5928984395879
3.3099999427795	-1.6109273566013
3.3110001087189	-1.6292012114586
3.3120000362396	-1.6477165866362
3.3129999637604	-1.6664703355041
3.3139998912811	-1.6854647815815
3.3150000572205	-1.7046944821165
3.3159999847412	-1.7241626601196
3.3169999122620	-1.7438656767204
3.3180000782013	-1.7638052721424
3.3190000057220	-1.7839796086753
3.3199999332428	-1.8043920871922
3.3210000991821	-1.8250394937764
3.3220000267029	-1.8459270521255
3.3229999542236	-1.8670558234389
3.3239998817444	-1.8884256006020
3.3250000476837	-1.9100389263386
3.3259999752045	-1.9319031765064
3.3269999027252	-1.9540176092987
3.3280000686646	-1.9763881996676
3.3289999961853	-1.9990181639161
3.3299999237061	-2.0219133655253
3.3310000896454	-2.0450806394522
3.3320000171661	-2.0685237579197
3.3329999446869	-2.0922519458829
3.3340001106262	-2.1162707589010
3.3350000381470	-2.1405894965649
3.3359999656677	-2.1652156578006
3.3369998931885	-2.1901589657853
3.3380000591278	-2.2154283521222
3.3389999866486	-2.2410341072276
3.3399999141693	-2.2669876025451
3.3410000801086	-2.2932997144008
3.3420000076294	-2.3199815116862
3.3429999351501	-2.3470487728720
3.3440001010895	-2.3745107203403
3.3450000286102	-2.4023840596503
3.3459999561310	-2.4306802513781
3.3469998836517	-2.4594166504300
3.3480000495911	-2.4886053557092
3.3489999771118	-2.5182653569889
3.3499999046326	-2.5484104564852
3.3510000705719	-2.5790582437889
3.3519999980927	-2.6102266822499
3.3529999256134	-2.6419312151278
3.3540000915527	-2.6741930329376
3.3550000190735	-2.7070286470059
3.3559999465942	-2.7404575382378
3.3570001125336	-2.7744985591426
3.3580000400543	-2.8091710455545
3.3589999675751	-2.8444973763605
3.3599998950958	-2.8804939931848
3.3610000610352	-2.9171852567833
3.3619999885559	-2.9545904839456
3.3629999160767	-2.9927316189103
3.3640000820160	-3.0316307102496
3.3650000095367	-3.0713091809579
3.3659999370575	-3.1117886906058
3.3670001029968	-3.1530909440573
3.3680000305176	-3.1952405484537
3.3689999580383	-3.2382582377900
3.3699998855591	-3.2821690112244
3.3710000514984	-3.3269929487537
3.3719999790192	-3.3727551545340
3.3729999065399	-3.4194792154903
3.3740000724792	-3.4671880328142
3.3750000000000	-3.5159048431582
3.3759999275208	-3.5656549957477
3.3770000934601	-3.6164599065590
3.3780000209808	-3.6683446530850
3.3789999485016	-3.7213321495058
3.3800001144409	-3.7754471992015
3.3810000419617	-3.8307127751044
3.3819999694824	-3.8871539161114
3.3829998970032	-3.9447926982730
3.3840000629425	-4.0036546012589
3.3849999904633	-4.0637631736934
3.3859999179840	-4.1251411280673
3.3870000839233	-4.1878134793640
3.3880000114441	-4.2518037568168
3.3889999389648	-4.3171347966177
3.3900001049042	-4.3838296790014
3.3910000324249	-4.4519129206308
3.3919999599457	-4.5214082484830
3.3929998874664	-4.5923376749265
3.3940000534058	-4.6647237081675
3.3949999809265	-4.7385890893483
3.3959999084473	-4.8139580339177
3.3970000743866	-4.8908528350906
3.3980000019073	-4.9692945417362
3.3989999294281	-5.0493059644449
3.4000000953674	-5.1309075059927
3.4010000228882	-5.2141235856544
3.4019999504089	-5.2989714241049
3.4030001163483	-5.3854746160160
3.4040000438690	-5.4736515636717
3.4049999713898	-5.5635252080700
3.4059998989105	-5.6551130463035
3.4070000648499	-5.7484327801794
3.4079999923706	-5.8435049522570
3.4089999198914	-5.9403459964695
3.4100000858307	-6.0389756488768
3.4110000133514	-6.1394085930829
3.4119999408722	-6.2416597432830
3.4130001068115	-6.3457446214667
3.4140000343323	-6.4516766857020
3.4149999618530	-6.5594700063622
3.4159998893738	-6.6691361304632
3.4170000553131	-6.7806829176562
3.4179999828339	-6.8941225689542
3.4189999103546	-7.0094594253961
3.4200000762939	-7.1267005868891
3.4210000038147	-7.2458508969359
3.4219999313354	-7.3669110111974
3.4230000972748	-7.4898794491678
3.4240000247955	-7.6147542874907
3.4249999523163	-7.7415290609563
3.4260001182556	-7.8701978027364
3.4270000457764	-8.0007439230601
3.4279999732971	-8.1331562787488
3.4289999008179	-8.2674118661331
3.4300000667572	-8.4034884848858
3.4309999942780	-8.5413572083037
3.4319999217987	-8.6809851073359
3.4330000877380	-8.8223325408256
3.4340000152588	-8.9653537003224
3.4349999427795	-9.1099974021222
3.4360001087189	-9.2562034593597
3.4370000362396	-9.4039049297086
3.4379999637604	-9.5530281823202
3.4389998912811	-9.7034861732164
3.4400000572205	-9.8551841760723
3.4409999847412	-10.008018512749
3.4419999122620	-10.161873010607
3.4430000782013	-10.316616191189
3.4440000057220	-10.472106244407
3.4449999332428	-10.628189722666
3.4460000991821	-10.784693825603
3.4470000267029	-10.941432801211
3.4479999542236	-11.098205607803
3.4489998817444	-11.254791089452
3.4500000476837	-11.410954525547
3.4509999752045	-11.566440522703
3.4519999027252	-11.720979368896
3.4530000686646	-11.874275145184
3.4539999961853	-12.026024068256
3.4549999237061	-12.175896843148
3.4560000896454	-12.323552581531
3.4570000171661	-12.468632741700
3.4579999446869	-12.610764594332
3.4590001106262	-12.749563732021
3.4600000381470	-12.884637377675
3.4609999656677	-13.015585185816
3.4619998931885	-13.142005512007
3.4630000591278	-13.263495835796
3.4639999866486	-13.379659577631
3.4649999141693	-13.490113067583
3.4660000801086	-13.594485070706
3.4670000076294	-13.692427944988
3.4679999351501	-13.783616903152
3.4690001010895	-13.867761313019
3.4700000286102	-13.944606158152
3.4709999561310	-14.013934233177
3.4719998836517	-14.075579751364
3.4730000495911	-14.129418439053
3.4739999771118	-14.175377874815
3.4749999046326	-14.213438241581
3.4760000705719	-14.243631035550
3.4769999980927	-14.266039944424
3.4779999256134	-14.280796681924
3.4790000915527	-14.288080454144
3.4800000190735	-14.288112574072
3.4809999465942	-14.281156730307
3.4820001125336	-14.267508086985
3.4830000400543	-14.247491716291
3.4839999675751	-14.221459115780
3.4849998950958	-14.189778882544
3.4860000610352	-14.152834327113
3.4869999885559	-14.111016173982
3.4879999160767	-14.064721062353
3.4890000820160	-14.014344974003
3.4900000095367	-13.960279852296
3.4909999370575	-13.902909966549
3.4920001029968	-13.842610787973
3.4930000305176	-13.779744443555
3.4939999580383	-13.714658265944
3.4949998855591	-13.647686910790
3.4960000514984	-13.579145387880
3.4969999790192	-13.509332541325
3.4979999065399	-13.438531246279
3.4990000724792	-13.367004027952
3.5000000000000	-13.294997167296
3.5009999275208	-13.222740888410
3.5020000934601	-13.150447380844
3.5030000209808	-13.078314030035
3.5039999485016	-13.006521963769
3.5050001144409	-12.935237730245
3.5060000419617	-12.864617394589
3.5069999694824	-12.794798816448
3.5079998970032	-12.725911953265
3.5090000629425	-12.658075907178
3.5099999904633	-12.591395935258
3.5109999179840	-12.525970103062
3.5120000839233	-12.461889992958
3.5130000114441	-12.399234241294
3.5139999389648	-12.338076944852
3.5150001049042	-12.278487154918
3.5160000324249	-12.220525094610
3.5169999599457	-12.164246745818
3.5179998874664	-12.109703565440
3.5190000534058	-12.056941751076
3.5199999809265	-12.006004749903
3.5209999084473	-11.956930179872
3.5220000743866	-11.909757266009
3.5230000019073	-11.864518448674
3.5239999294281	-11.821243930289
3.5250000953674	-11.779966865631
3.5260000228882	-11.740711262103
3.5269999504089	-11.703506646485
3.5280001163483	-11.668376937581
3.5290000438690	-11.635346611939
3.5299999713898	-11.604441832897
3.5309998989105	-11.575683683963
3.5320000648499	-11.549096915317
3.5329999923706	-11.524702143459
3.5339999198914	-11.502525921074
3.5350000858307	-11.482590369060
3.5360000133514	-11.464918322020
3.5369999408722	-11.449534744017
3.5380001068115	-11.436462857492
3.5390000343323	-11.425730999013
3.5399999618530	-11.417362425671
3.5409998893738	-11.411384490907
3.5420000553131	-11.407824305582
3.5429999828339	-11.406713725317
3.5439999103546	-11.408079881383
3.5450000762939	-11.411953675860
3.5460000038147	-11.418367077147
3.5469999313354	-11.427353778216
3.5480000972748	-11.438949233187
3.5490000247955	-11.453186827352
3.5499999523163	-11.470104309879
3.5510001182556	-11.489739123569
3.5520000457764	-11.512133193643
3.5529999732971	-11.537324271473
3.5539999008179	-11.565356239680
3.5550000667572	-11.596272068798
3.5559999942780	-11.630114888469
3.5569999217987	-11.666933870180
3.5580000877380	-11.706773661344
3.5590000152588	-11.749682211017
3.5599999427795	-11.795709471892
3.5610001087189	-11.844905977989
3.5620000362396	-11.897322729911
3.5629999637604	-11.953008812467
3.5639998912811	-12.012017976344
3.5650000572205	-12.074402494410
3.5659999847412	-12.140214525442
3.5669999122620	-12.209505225923
3.5680000782013	-12.282325733424
3.5690000057220	-12.358725528996
3.5699999332428	-12.438753122557
3.5710000991821	-12.522453174605
3.5720000267029	-12.609869030010
3.5729999542236	-12.701038121834
3.5739998817444	-12.795994726074
3.5750000476837	-12.894765970744
3.5759999752045	-12.997370842385
3.5769999027252	-13.103819532924
3.5780000686646	-13.214111921896
3.5789999961853	-13.328233930235
3.5799999237061	-13.446155162831
3.5810000896454	-13.567827312269
3.5820000171661	-13.693181776237
3.5829999446869	-13.822121363644
3.5840001106262	-13.954518345305
3.5850000381470	-14.090213649657
3.5859999656677	-14.229001993642
3.5869998931885	-14.370635545878
3.5880000591278	-14.514810143766
3.5889999866486	-14.661160752599
3.5899999141693	-14.809249135958
3.5910000801086	-14.958565185077
3.5920000076294	-15.108500790810
3.5929999351501	-15.258356466497
3.5940001010895	-15.407321158142
3.5950000286102	-15.554475748143
3.5959999561310	-15.698766553655
3.5969998836517	-15.839027228432
3.5980000495911	-15.973955050717
3.5989999771118	-16.102128394448
3.5999999046326	-16.222011293641
3.6010000705719	-16.331977247621
3.6019999980927	-16.430327822215
3.6029999256134	-16.515335093439
3.6040000915527	-16.585286555306
3.6050000190735	-16.638532202320
3.6059999465942	-16.673550508209
3.6070001125336	-16.689002650816
3.6080000400543	-16.683793589079
3.6089999675751	-16.657129556539
3.6099998950958	-16.608547926697
3.6110000610352	-16.537949211510
3.6119999885559	-16.445599212147
3.6129999160767	-16.332111142218
3.6140000820160	-16.198423391253
3.6150000095367	-16.045750851711
3.6159999370575	-15.875522657799
3.6170001029968	-15.689327814249
3.6180000305176	-15.488857069805
3.6189999580383	-15.275839264729
3.6199998855591	-15.052000738046
3.6210000514984	-14.819015927209
3.6219999790192	-14.578480035703
3.6229999065399	-14.331883707409
3.6240000724792	-14.080602125516
3.6250000000000	-13.825881885212
3.6259999275208	-13.568847232626
3.6270000934601	-13.310492808095
3.6280000209808	-13.051698067824
3.6289999485016	-12.793225098590
3.6300001144409	-12.535736672306
3.6310000419617	-12.279801701909
3.6319999694824	-12.025900655469
3.6329998970032	-11.774446098287
3.6340000629425	-11.525774638813
3.6349999904633	-11.280170654374
3.6359999179840	-11.037866783657
3.6370000839233	-10.799048755379
3.6380000114441	-10.563867017897
3.6389999389648	-10.332437366421
3.6400001049042	-10.104845777624
3.6410000324249	-9.8811562733695
3.6419999599457	-9.6614096300705
3.6429998874664	-9.4456350604366
3.6440000534058	-9.2338391491007
3.6449999809265	-9.0260221902301
3.6459999084473	-8.8221685697419
3.6470000743866	-8.6222591317453
3.6480000019073	-8.4262648760907
3.6489999294281	-8.2341517455326
3.6500000953674	-8.0458793173970
3.6510000228882	-7.8614059576786
3.6519999504089	-7.6806836986397
3.6530001163483	-7.5036652366710
3.6540000438690	-7.3302995783216
3.6549999713898	-7.1605353815998
3.6559998989105	-6.9943185260073
3.6570000648499	-6.8315971531718
3.6579999923706	-6.6723166760832
3.6589999198914	-6.5164225327917
3.6600000858307	-6.3638640104262
3.6610000133514	-6.2145848843102
3.6619999408722	-6.0685342457240
3.6630001068115	-5.9256576638992
3.6640000343323	-5.7859047100599
3.6649999618530	-5.6492235619185
3.6659998893738	-5.5155660589962
3.6670000553131	-5.3848788707302
3.6679999828339	-5.2571178369271
3.6689999103546	-5.1322311824111
3.6700000762939	-5.0101726220130
3.6710000038147	-4.8908972151864
3.6719999313354	-4.7743594129710
3.6730000972748	-4.6605117840769
3.6740000247955	-4.5493156333466
3.6749999523163	-4.4407217423222
3.6760001182556	-4.3346924322295
3.6770000457764	-4.2311850928038
3.6779999732971	-4.1301549712736
3.6789999008179	-4.0315669223983
3.6800000667572	-3.9353795834786
3.6809999942780	-3.8415529163066
3.6819999217987	-3.7500490243275
3.6830000877380	-3.6608312667350
3.6840000152588	-3.5738610799341
3.6849999427795	-3.4891011614611
3.6860001087189	-3.4065161457636
3.6870000362396	-3.3260702204263
3.6879999637604	-3.2477270552520
3.6889998912811	-3.1714505612025
3.6900000572205	-3.0972077040596
3.6909999847412	-3.0249638995972
3.6919999122620	-2.9546851954129
3.6930000782013	-2.8863367535154
3.6940000057220	-2.8198845667807
3.6949999332428	-2.7552965191351
3.6960000991821	-2.6925375351766
3.6970000267029	-2.6315774563866
3.6979999542236	-2.5723800256933
3.6989998817444	-2.5149143917808
3.7000000476837	-2.4591475090996
3.7009999752045	-2.4050464272160
3.7019999027252	-2.3525787030731
3.7030000686646	-2.3017127393121
3.7039999961853	-2.2524137679762
3.7049999237061	-2.2046529048005
3.7060000896454	-2.1583937650460
3.7070000171661	-2.1136065214505
3.7079999446869	-2.0702578930295
3.7090001106262	-2.0283154129018
3.7100000381470	-1.9877472543279
3.7109999656677	-1.9485196995633
3.7119998931885	-1.9105996787547
3.7130000591278	-1.8739568273599
3.7139999866486	-1.8385553970117
3.7149999141693	-1.8043667226556
3.7160000801086	-1.7713527700727
3.7170000076294	-1.7394850993797
3.7179999351501	-1.7087278371874
3.7190001010895	-1.6790497054761
3.7200000286102	-1.6504178007201
3.7209999561310	-1.6227970071329
3.7219998836517	-1.5961569555478
3.7230000495911	-1.5704621311412
3.7239999771118	-1.5456832387710
3.7249999046326	-1.5217820551929
3.7260000705719	-1.4987301401750
3.7269999980927	-1.4764919512371
3.7279999256134	-1.4550361989547
3.7290000915527	-1.4343306769511
3.7300000190735	-1.4143408869800
3.7309999465942	-1.3950368724990
3.7320001125336	-1.3763847398642
3.7330000400543	-1.3583547985190
3.7339999675751	-1.3409144916832
3.7349998950958	-1.3240318507481
3.7360000610352	-1.3076770726053
3.7369999885559	-1.2918191273286
3.7379999160767	-1.2764283889987
3.7390000820160	-1.2614760478949
3.7400000095367	-1.2469335992331
3.7409999370575	-1.2327693544624
3.7420001029968	-1.2189597722073
3.7430000305176	-1.2054749884686
3.7439999580383	-1.1922893348028
3.7449998855591	-1.1793770556221
3.7460000514984	-1.1667136726746
3.7469999790192	-1.1542752705791
3.7479999065399	-1.1420360415569
3.7490000724792	-1.1299782958536
3.7500000000000	-1.1180750307748
3.7509999275208	-1.1063108061780
3.7520000934601	-1.0946624083205
3.7530000209808	-1.0831139426286
3.7539999485016	-1.0716462118585
3.7550001144409	-1.0602439511915
3.7560000419617	-1.0488908076454
3.7569999694824	-1.0375743026739
3.7579998970032	-1.0262797070468
3.7590000629425	-1.0149969561505
3.7599999904633	-1.0037148423901
3.7609999179840	-0.99242301254247
3.7620000839233	-0.98111471591594
3.7630000114441	-0.96978162921774
3.7639999389648	-0.95841712316441
3.7650001049042	-0.94701827106836
3.7660000324249	-0.93558081079897
3.7669999599457	-0.92410292341756
3.7679998874664	-0.91258195294837
3.7690000534058	-0.90101845859947
3.7699999809265	-0.88941256264080
3.7709999084473	-0.87776740515883
3.7720000743866	-0.86608461087894
3.7730000019073	-0.85436940371075
3.7739999294281	-0.84262547955941
3.7750000953674	-0.83085852191074
3.7760000228882	-0.81907704066139
3.7769999504089	-0.80728509660589
3.7780001163483	-0.79549156597292
3.7790000438690	-0.78370779059531
3.7799999713898	-0.77194111082103
3.7809998989105	-0.76020240691543
3.7820000648499	-0.74850236213172
3.7829999923706	-0.73685064668726
3.7839999198914	-0.72525986964888
3.7850000858307	-0.71374200844008
3.7860000133514	-0.70230882862094
3.7869999408722	-0.69097400350222
3.7880001068115	-0.67974755601993
3.7890000343323	-0.66864448703773
3.7899999618530	-0.65767654349025
3.7909998893738	-0.64685751002833
3.7920000553131	-0.63619936266061
3.7929999828339	-0.62571466515961
3.7939999103546	-0.61541667329807
3.7950000762939	-0.60531910900873
3.7960000038147	-0.59543076275280
3.7969999313354	-0.58576567528071
3.7980000972748	-0.57633535795351
3.7990000247955	-0.56715078472285
