Time,V(OUTPUT)
1.555957617679e-008,5.911507085054e+000
1.556212130677e-008,6.188566714546e+000
1.556608379328e-008,6.570202390761e+000
1.557113039749e-008,6.963761616626e+000
1.557683402066e-008,7.284399125715e+000
1.558085544243e-008,7.436093019393e+000
1.558575798267e-008,7.545221371211e+000
1.559017521654e-008,7.581951387328e+000
1.559345776482e-008,7.574245427839e+000
1.559639943448e-008,7.540822378451e+000
1.559805944421e-008,7.510252844478e+000
1.560057983593e-008,7.445822362443e+000
1.560299618145e-008,7.362113882634e+000
1.560627654694e-008,7.209008882223e+000
1.561127149184e-008,6.877617808078e+000
1.561635520343e-008,6.414107704934e+000
1.562159534810e-008,5.805174463417e+000
1.562590271501e-008,5.214305271027e+000
1.563032213167e-008,4.533181710459e+000
1.563115495596e-008,4.397608302709e+000
1.563282060456e-008,4.121016736714e+000
1.563615190175e-008,3.549555824706e+000
1.563698472605e-008,3.403416761518e+000
1.563865037465e-008,3.108510276260e+000
1.564198167184e-008,2.511694094201e+000
1.564625193137e-008,1.743678419997e+000
1.565064297179e-008,9.641308595210e-001
1.565494888350e-008,2.220355020785e-001
1.565919149439e-008,-4.835767397395e-001
1.566276653616e-008,-1.054947449154e+000
1.566712337958e-008,-1.722580891381e+000
1.567387328546e-008,-2.696237064018e+000
1.567846150433e-008,-3.317815219275e+000
1.568397813539e-008,-4.023238127158e+000
1.568918626586e-008,-4.646707243596e+000
1.569006292780e-008,-4.747577861391e+000
1.569181625168e-008,-4.945627109782e+000
1.569532289946e-008,-5.325868452799e+000
1.569907365561e-008,-5.706344719004e+000
1.570251991293e-008,-6.028423450588e+000
1.570591632994e-008,-6.316989228234e+000
1.571177493102e-008,-6.729718139466e+000
1.571810792452e-008,-7.042737276398e+000
1.572357944465e-008,-7.190276645719e+000
1.572982876464e-008,-7.221286577752e+000
1.573638658524e-008,-7.102602009867e+000
1.574124328695e-008,-6.918632003414e+000
1.574667915488e-008,-6.618482990342e+000
1.575327553806e-008,-6.127593050574e+000
1.576005600296e-008,-5.486256487682e+000
1.576375291702e-008,-5.086786245971e+000
1.577007863457e-008,-4.345174625532e+000
1.577654259531e-008,-3.534381699025e+000
1.578361264333e-008,-2.622296037596e+000
1.579099482992e-008,-1.630171666318e+000
1.579659586209e-008,-8.336620456131e-001
1.580171740866e-008,-5.997021805332e-002
1.580642204285e-008,6.923379459887e-001
1.580986902777e-008,1.266806451729e+000
1.581390281867e-008,1.953538226452e+000
1.581872823376e-008,2.779319511626e+000
1.582509978985e-008,3.827206084912e+000
1.582810657933e-008,4.291547818619e+000
1.583252599598e-008,4.929665397483e+000
1.583540218203e-008,5.313892478431e+000
1.583790474765e-008,5.626749898963e+000
1.584080421676e-008,5.963014676344e+000
1.584346394307e-008,6.245053627890e+000
1.584666390922e-008,6.548850789784e+000
1.585290813605e-008,7.023962411963e+000
1.585920111179e-008,7.349879701918e+000
1.586398941950e-008,7.502211680431e+000
1.586844448834e-008,7.575076435860e+000
1.587406225522e-008,7.582915295391e+000
1.587777590398e-008,7.535310631325e+000
1.588099187725e-008,7.457309098731e+000
1.588449779743e-008,7.329747244208e+000
1.588856651292e-008,7.116910737707e+000
1.589373971879e-008,6.732292096641e+000
1.589904243670e-008,6.202866859259e+000
1.590521899711e-008,5.425093952314e+000
1.591009825429e-008,4.704291062735e+000
1.591547736975e-008,3.820494528528e+000
1.591634066213e-008,3.671955391360e+000
1.591806724687e-008,3.371130419325e+000
1.592152041635e-008,2.758832359329e+000
1.592548217527e-008,2.049434073243e+000
1.593023846876e-008,1.202313491286e+000
1.593538184320e-008,3.046812666132e-001
1.593890049630e-008,-2.882557247066e-001
1.594274511231e-008,-9.141027667235e-001
1.594616153821e-008,-1.448913829457e+000
1.594998869191e-008,-2.024518358186e+000
1.595650067398e-008,-2.949001125626e+000
1.596102486442e-008,-3.552598687046e+000
1.596647382908e-008,-4.238069675769e+000
1.597237899628e-008,-4.928237795729e+000
1.597791818281e-008,-5.517617542611e+000
1.598212805188e-008,-5.922130035139e+000
1.598697675004e-008,-6.334541975475e+000
1.599308709924e-008,-6.753550591022e+000
1.599407353720e-008,-6.809581702203e+000
1.599604641310e-008,-6.911196260698e+000
1.599999216492e-008,-7.071166798990e+000
1.600582166216e-008,-7.199646368286e+000
1.601143870144e-008,-7.204167357864e+000
1.601828101198e-008,-7.056435746623e+000
1.602110844910e-008,-6.948160296866e+000
1.602419199994e-008,-6.799000678508e+000
1.603035910162e-008,-6.405435692909e+000
1.603598050647e-008,-5.938561153189e+000
1.604217380159e-008,-5.320987586551e+000
1.604843039754e-008,-4.612688393628e+000
1.605465425169e-008,-3.847147213056e+000
1.606163771580e-008,-2.959700722309e+000
1.606850403700e-008,-2.060844863782e+000
1.607413926618e-008,-1.289080339452e+000
1.607939032479e-008,-5.256978084946e-001
1.608471778095e-008,3.009762685871e-001
1.609024823633e-008,1.211668558542e+000
1.609453450296e-008,1.939067293893e+000
1.609959784187e-008,2.797205198430e+000
1.610561578641e-008,3.777623781593e+000
1.611007012766e-008,4.457340128341e+000
1.611510727312e-008,5.165206395143e+000
1.611781574834e-008,5.512442831173e+000
1.611920290966e-008,5.680879327332e+000
1.612148428617e-008,5.943279320812e+000
1.612385151898e-008,6.195753420607e+000
1.612799153886e-008,6.585624575585e+000
1.613317565866e-008,6.976728575975e+000
1.613969855466e-008,7.318015520903e+000
1.614439664049e-008,7.467069673426e+000
1.614884152300e-008,7.539279883255e+000
1.615394924525e-008,7.550580352516e+000
1.615812127934e-008,7.502376865816e+000
1.615985877802e-008,7.466565784131e+000
1.616089978566e-008,7.440465496139e+000
1.616229767901e-008,7.399578373864e+000
1.616408228952e-008,7.336969411671e+000
1.616686970888e-008,7.214014137875e+000
1.617203636638e-008,6.894134149167e+000
1.617754717668e-008,6.410557045513e+000
1.618363060484e-008,5.705064769604e+000
1.618792924060e-008,5.110258475795e+000
1.619251163870e-008,4.399759004867e+000
1.619332881969e-008,4.266258360881e+000
1.619496318167e-008,3.994203943330e+000
1.619823190563e-008,3.433581492454e+000
1.619904908662e-008,3.290526229316e+000
1.620068344860e-008,3.002051275257e+000
1.620395217256e-008,2.419242725956e+000
1.620825444629e-008,1.650073278968e+000
1.621232097900e-008,9.335298248614e-001
1.621711365228e-008,1.105457308009e-001
1.622095317512e-008,-5.240265064099e-001
1.622533839477e-008,-1.219748984433e+000
1.622993025162e-008,-1.914501318811e+000
1.623648661703e-008,-2.847766295988e+000
1.624089875772e-008,-3.438456990734e+000
1.624644085464e-008,-4.138537543416e+000
1.625170500997e-008,-4.758892853680e+000
1.625268635476e-008,-4.869691149163e+000
1.625464904432e-008,-5.086379416304e+000
1.625513971671e-008,-5.139504348029e+000
1.625612106150e-008,-5.244458295951e+000
1.625808375106e-008,-5.448908883568e+000
1.626200913020e-008,-5.833666835362e+000
1.626576134154e-008,-6.167423669253e+000
1.627035538118e-008,-6.522092735807e+000
1.627439935842e-008,-6.776983364284e+000
1.627928516396e-008,-7.007963872153e+000
1.628461407531e-008,-7.156958780095e+000
1.629064657177e-008,-7.197808012118e+000
1.629749324789e-008,-7.086030444479e+000
1.630298514069e-008,-6.879194200462e+000
1.630862691823e-008,-6.560873883777e+000
1.631488715216e-008,-6.089078782182e+000
1.632107680930e-008,-5.510610361676e+000
1.632525830214e-008,-5.064649488720e+000
1.633143049699e-008,-4.347536660660e+000
1.633797376567e-008,-3.532695417033e+000
1.634566299767e-008,-2.541532537458e+000
1.635273013531e-008,-1.588392669305e+000
1.635860838146e-008,-7.448797453724e-001
1.636390455101e-008,6.587448423884e-002
1.636879981529e-008,8.593728698847e-001
1.637235230160e-008,1.456577872491e+000
1.637671132780e-008,2.199467301113e+000
1.638166698253e-008,3.039361325188e+000
1.638594815599e-008,3.734803772188e+000
1.638947153847e-008,4.277771574927e+000
1.639425693579e-008,4.961299536824e+000
1.639707673317e-008,5.332086688803e+000
1.639941122417e-008,5.619661312646e+000
1.640093626488e-008,5.797605087379e+000
1.640357452711e-008,6.085921231934e+000
1.640616294903e-008,6.344032026447e+000
1.641133979288e-008,6.782092922140e+000
1.641695246658e-008,7.137276220166e+000
1.642073014377e-008,7.309215346733e+000
1.642460750159e-008,7.434413029019e+000
1.642826367029e-008,7.508306433085e+000
1.643401167680e-008,7.547627571462e+000
1.643791159008e-008,7.519196869350e+000
1.644017041113e-008,7.481071864136e+000
1.644289671244e-008,7.412079383684e+000
1.644545130116e-008,7.321176954257e+000
1.644865817948e-008,7.167958243647e+000
1.645339264510e-008,6.851529850603e+000
1.645862987939e-008,6.372122508371e+000
1.646365974889e-008,5.786722092390e+000
1.646807334478e-008,5.182411238510e+000
1.647260335599e-008,4.484896803575e+000
1.647346364703e-008,4.345010243334e+000
1.647518422910e-008,4.059730272197e+000
1.647862539326e-008,3.471041379133e+000
1.647948568430e-008,3.320809735419e+000
1.648120626637e-008,3.017611497363e+000
1.648464743053e-008,2.405527785223e+000
1.648814789373e-008,1.781694879914e+000
1.649266408063e-008,9.876938997674e-001
1.649755352414e-008,1.537963524743e-001
1.650218030559e-008,-6.034184874419e-001
1.650647966894e-008,-1.277015661605e+000
1.651095802085e-008,-1.948295743197e+000
1.651742052641e-008,-2.864897752334e+000
1.652184794662e-008,-3.458536511001e+000
1.652608182635e-008,-4.000291536779e+000
1.653262291225e-008,-4.784545505914e+000
1.653902502735e-008,-5.483726475660e+000
1.654201617353e-008,-5.782389247283e+000
1.654412911162e-008,-5.981200222404e+000
1.654610198752e-008,-6.156951167019e+000
1.654964792547e-008,-6.444770865775e+000
1.655239314428e-008,-6.640053846578e+000
1.655579501826e-008,-6.846278072536e+000
1.655664548675e-008,-6.891251508211e+000
1.655834642375e-008,-6.972928012059e+000
1.656174829773e-008,-7.102673466289e+000
1.656798233821e-008,-7.224803064686e+000
1.657363357449e-008,-7.211620068883e+000
1.657938885696e-008,-7.082432968357e+000
1.658463482240e-008,-6.865319457162e+000
1.658947042383e-008,-6.583365756509e+000
1.659598095071e-008,-6.082206318207e+000
1.660228775077e-008,-5.475818746315e+000
1.660855817104e-008,-4.778730507387e+000
1.661558238052e-008,-3.916361396895e+000
1.662195539179e-008,-3.100785801564e+000
1.662847246703e-008,-2.238307965303e+000
1.663607875312e-008,-1.174809827876e+000
1.664198683070e-008,-2.904797914950e-001
1.664755221068e-008,5.940531159111e-001
1.665248094437e-008,1.411631074651e+000
1.665787970492e-008,2.328713976499e+000
1.666351420649e-008,3.267468445574e+000
1.666828214152e-008,4.024953209912e+000
1.667282815984e-008,4.699153049801e+000
1.667698200404e-008,5.266681805951e+000
1.667969811902e-008,5.607439985607e+000
1.668253974426e-008,5.937049257538e+000
1.668554180437e-008,6.254394212619e+000
1.668970001415e-008,6.638426473516e+000
1.669478081535e-008,7.016527467225e+000
1.670226195497e-008,7.393111892538e+000
1.670664280905e-008,7.520353330237e+000
1.671089342349e-008,7.582303757750e+000
1.671731227330e-008,7.572154822919e+000
1.671965331266e-008,7.537134545217e+000
1.672148394359e-008,7.497379211871e+000
1.672375913554e-008,7.431864234963e+000
1.672587425642e-008,7.353394130860e+000
1.672873116118e-008,7.217276916765e+000
1.673389927387e-008,6.874537130070e+000
1.673902518601e-008,6.406873710475e+000
1.674421658177e-008,5.804933271607e+000
1.674858361153e-008,5.208315887039e+000
1.675402821061e-008,4.365773342413e+000
1.675985334227e-008,3.386579876475e+000
1.676054619534e-008,3.265022759205e+000
1.676193190147e-008,3.020269425190e+000
1.676470331372e-008,2.526297628989e+000
1.676800223290e-008,1.936040153786e+000
1.677135463037e-008,1.337878169194e+000
1.677522616742e-008,6.588990138353e-001
1.677994608112e-008,-1.455473291866e-001
1.678418068846e-008,-8.384571961198e-001
1.678818173755e-008,-1.466807759709e+000
1.679332147401e-008,-2.236165622123e+000
1.680008811459e-008,-3.185953256940e+000
1.680451335201e-008,-3.769552223235e+000
1.680877924596e-008,-4.303805257878e+000
1.680975386048e-008,-4.421902188706e+000
1.681170308953e-008,-4.653457396140e+000
1.681560154762e-008,-5.096635447809e+000
1.681973210875e-008,-5.534176370341e+000
1.682270033566e-008,-5.826069121081e+000
1.682623026650e-008,-6.146029042085e+000
1.682984277945e-008,-6.437380645715e+000
1.683318062501e-008,-6.670843410396e+000
1.683372750417e-008,-6.705772251803e+000
1.683482126250e-008,-6.772530348431e+000
1.683700877916e-008,-6.893288074579e+000
1.684138381247e-008,-7.081729335506e+000
1.684607243956e-008,-7.203154414094e+000
1.685294385393e-008,-7.232250406434e+000
1.686006410605e-008,-7.082147463806e+000
1.686582229891e-008,-6.830999574531e+000
1.687146916961e-008,-6.474910236720e+000
1.687836095666e-008,-5.904877581073e+000
1.688489112862e-008,-5.245046787801e+000
1.689230678462e-008,-4.391691816242e+000
1.689903559022e-008,-3.547959141519e+000
1.690587353519e-008,-2.661289879941e+000
1.691389891644e-008,-1.572209554505e+000
1.692023263754e-008,-6.573463262555e-001
1.692557537322e-008,1.626738573462e-001
1.693056085937e-008,9.691838019140e-001
1.693394890904e-008,1.536026380541e+000
1.693804963875e-008,2.231010438931e+000
1.694298055522e-008,3.062941067385e+000
1.694771211046e-008,3.827615076178e+000
1.695084477401e-008,4.308663106551e+000
1.695517396879e-008,4.930406642931e+000
1.695945077668e-008,5.490330473363e+000
1.696200572919e-008,5.795666814322e+000
1.696496049558e-008,6.120520939932e+000
1.696879565284e-008,6.493959481957e+000
1.697349155588e-008,6.872880808051e+000
1.698035569430e-008,7.271513496473e+000
1.698454737348e-008,7.429147206972e+000
1.698896096937e-008,7.531699549533e+000
1.699364377569e-008,7.574470442885e+000
1.699814904864e-008,7.555167410314e+000
1.700079567822e-008,7.514802903154e+000
1.700340520042e-008,7.451939120247e+000
1.700640362256e-008,7.348894195422e+000
1.700998048332e-008,7.176425761973e+000
1.701457743334e-008,6.865468568128e+000
1.701989324797e-008,6.376244295138e+000
1.702529928448e-008,5.740180210442e+000
1.702961683773e-008,5.142232197348e+000
1.703426326426e-008,4.421299852226e+000
1.703959363081e-008,3.529411711598e+000
1.704029448743e-008,3.407230042733e+000
1.704169620066e-008,3.160954643965e+000
1.704449962713e-008,2.663008139491e+000
1.704774252144e-008,2.083687619476e+000
1.705119168914e-008,1.468389398408e+000
1.705535353690e-008,7.391601925788e-001
1.705977149836e-008,-1.205249486925e-002
1.706379801331e-008,-6.726984132289e-001
1.706713767785e-008,-1.200370992801e+000
1.707130025320e-008,-1.832586116010e+000
1.707724398298e-008,-2.689023456341e+000
1.708212833332e-008,-3.353567599062e+000
1.708676020794e-008,-3.951454868081e+000
1.709140590688e-008,-4.518950949531e+000
1.709241526410e-008,-4.637870215288e+000
1.709443397854e-008,-4.870657268010e+000
1.709847140742e-008,-5.314561244857e+000
1.709915889446e-008,-5.387136616425e+000
1.710053386855e-008,-5.529402961259e+000
1.710328381673e-008,-5.801559897545e+000
1.710640120077e-008,-6.088167591728e+000
1.710974923267e-008,-6.366678108221e+000
1.711312273042e-008,-6.612220620601e+000
1.711816278626e-008,-6.907688121717e+000
1.712315045520e-008,-7.108399784117e+000
1.713000877285e-008,-7.230633666231e+000
1.713648437512e-008,-7.186285005650e+000
1.714048542422e-008,-7.084751321706e+000
1.714524099011e-008,-6.892010709233e+000
1.715043747904e-008,-6.592685950193e+000
1.715668170587e-008,-6.114981879378e+000
1.716271056434e-008,-5.542853333440e+000
1.716880854442e-008,-4.874810743969e+000
1.717611069548e-008,-3.997017143798e+000
1.718351325476e-008,-3.055296312890e+000
1.719078120882e-008,-2.089154815831e+000
1.719897393709e-008,-9.309301987367e-001
1.720496205021e-008,-2.480952499577e-002
1.721058782064e-008,8.758117684246e-001
1.721494393646e-008,1.600140364486e+000
1.721923165828e-008,2.322573078417e+000
1.722441650568e-008,3.189536610274e+000
1.723020452996e-008,4.104681433362e+000
1.723362714042e-008,4.610970466105e+000
1.723773732888e-008,5.175762670265e+000
1.724096639887e-008,5.582862503883e+000
1.724439410250e-008,5.976862907196e+000
1.724795859414e-008,6.342993716880e+000
1.725328896068e-008,6.801171854415e+000
1.725841050725e-008,7.137017214486e+000
1.726277899220e-008,7.344035081293e+000
1.726676257899e-008,7.473026729809e+000
1.727061301576e-008,7.547795664058e+000
1.727594556510e-008,7.575528434767e+000
1.728090485781e-008,7.523271117040e+000
1.728447917199e-008,7.434946282959e+000
1.728856171180e-008,7.274774031201e+000
1.729288363063e-008,7.029295805095e+000
1.729807939196e-008,6.615882899053e+000
1.730400929741e-008,5.984421876290e+000
1.730896349695e-008,5.335822185940e+000
1.731386967517e-008,4.602300198357e+000
1.731891700697e-008,3.770119019421e+000
1.731980321861e-008,3.617894298291e+000
1.732157564188e-008,3.309856878400e+000
1.732512048843e-008,2.684116204792e+000
1.732907933697e-008,1.978806510612e+000
1.733384363402e-008,1.132354185403e+000
1.733710435442e-008,5.643589036276e-001
1.734087766604e-008,-7.656964007099e-002
1.734450218432e-008,-6.731686802232e-001
1.734778764299e-008,-1.195200537925e+000
1.735185272050e-008,-1.816301825802e+000
1.735791941396e-008,-2.693682788966e+000
1.736237230002e-008,-3.301777220266e+000
1.736738252444e-008,-3.950147686577e+000
1.737194018429e-008,-4.506526701186e+000
1.737297064178e-008,-4.627799998129e+000
1.737503155678e-008,-4.864990968924e+000
1.737554678553e-008,-4.923163964872e+000
1.737657724302e-008,-5.038094642320e+000
1.737863815802e-008,-5.262061816615e+000
1.738151325267e-008,-5.560256079592e+000
1.738407038797e-008,-5.810328034800e+000
1.738646526942e-008,-6.030688733978e+000
1.738938001804e-008,-6.278411191151e+000
1.739406427955e-008,-6.623209391613e+000
1.739900319958e-008,-6.906357664160e+000
1.740405780734e-008,-7.105952489569e+000
1.741010703850e-008,-7.218529785403e+000
1.741627414017e-008,-7.193366864210e+000
1.742079396504e-008,-7.088389104294e+000
1.742643355979e-008,-6.857752028384e+000
1.743156965827e-008,-6.552936841464e+000
1.743803289141e-008,-6.048145638071e+000
1.744407048104e-008,-5.466871319407e+000
1.745061957049e-008,-4.742063057039e+000
1.745760521740e-008,-3.889265898380e+000
1.746373011852e-008,-3.111539584737e+000
1.747089038840e-008,-2.171280617142e+000
1.747854033024e-008,-1.108292945351e+000
1.748446805291e-008,-2.267187384575e-001
1.749013456870e-008,6.694911085034e-001
1.749613650613e-008,1.671157421820e+000
1.750003496422e-008,2.332666278951e+000
1.750512013100e-008,3.188364619525e+000
1.750958465859e-008,3.905204062856e+000
1.751266966462e-008,4.375363342673e+000
1.751670054514e-008,4.950900085504e+000
1.751927805312e-008,5.293715946412e+000
1.752047767664e-008,5.446212470885e+000
1.752149612880e-008,5.571996554746e+000
1.752262517553e-008,5.707366944003e+000
1.752387664024e-008,5.852317585182e+000
1.752587861997e-008,6.072651665751e+000
1.752822729909e-008,6.312380983770e+000
1.753292465733e-008,6.727441866225e+000
1.753879271714e-008,7.121516513728e+000
1.754261259489e-008,7.305854012187e+000
1.754641792072e-008,7.437493149034e+000
1.755002715950e-008,7.517892128726e+000
1.755615642619e-008,7.568629341821e+000
1.755904061579e-008,7.555751924913e+000
1.756143295065e-008,7.526059628271e+000
1.756296835961e-008,7.497302443537e+000
1.756447721132e-008,7.461041727478e+000
1.756599024670e-008,7.416266221002e+000
1.756833674303e-008,7.328325657840e+000
1.757160728598e-008,7.164696297617e+000
1.757658476859e-008,6.815227736435e+000
1.758180308539e-008,6.316363337736e+000
1.758613009738e-008,5.803492019180e+000
1.759081508649e-008,5.158165117267e+000
1.759523741353e-008,4.473186536027e+000
1.759614727203e-008,4.324633170602e+000
1.759796698902e-008,4.021451634072e+000
1.760160642302e-008,3.396222793786e+000
1.760567077295e-008,2.679140140790e+000
1.761042415606e-008,1.829288337218e+000
1.761553842666e-008,9.293385667930e-001
1.762046352237e-008,8.924381494016e-002
1.762375916737e-008,-4.544395807543e-001
1.762741533607e-008,-1.037852239851e+000
1.763143603025e-008,-1.654835947853e+000
1.763626435573e-008,-2.362266471297e+000
1.764169440289e-008,-3.115764976209e+000
1.764577839790e-008,-3.654307472521e+000
1.764980782323e-008,-4.161874206675e+000
1.765075897279e-008,-4.278212993562e+000
1.765266127191e-008,-4.506777000303e+000
1.765646587014e-008,-4.946430773474e+000
1.766067501162e-008,-5.402859567361e+000
1.766408161498e-008,-5.746284635864e+000
1.766709931840e-008,-6.028357853490e+000
1.767000606346e-008,-6.278421645764e+000
1.767393144260e-008,-6.575642016804e+000
1.767895039816e-008,-6.880117371481e+000
1.768390605289e-008,-7.092181833056e+000
1.768926479567e-008,-7.215884794720e+000
1.769538533122e-008,-7.225733698182e+000
1.770123738393e-008,-7.108759268930e+000
1.770597257714e-008,-6.926597761389e+000
1.771123382209e-008,-6.634452797410e+000
1.771762647845e-008,-6.158538695492e+000
1.772429707639e-008,-5.533287611744e+000
1.772919525106e-008,-5.002590124439e+000
1.773699944320e-008,-4.073375797307e+000
1.774406876361e-008,-3.175416843864e+000
1.775071389570e-008,-2.295595821142e+000
1.775854428129e-008,-1.202244941030e+000
1.776455131189e-008,-3.077987815816e-001
1.776980964646e-008,5.203585245724e-001
1.777474565611e-008,1.333998142421e+000
1.777846221526e-008,1.960821588352e+000
1.778370308753e-008,2.847495081359e+000
1.778884718956e-008,3.690379799963e+000
1.779212864644e-008,4.199710871365e+000
1.779611223324e-008,4.782141831959e+000
1.780101622867e-008,5.433775368458e+000
1.780275700153e-008,5.646535472812e+000
1.780440209555e-008,5.838313379619e+000
1.780590221611e-008,6.005071850854e+000
1.780834475508e-008,6.259457115634e+000
1.781258736596e-008,6.647891624800e+000
1.781819130852e-008,7.052625478983e+000
1.782225056527e-008,7.269722658496e+000
1.782609008810e-008,7.420145330692e+000
1.782977536063e-008,7.517621644650e+000
1.783464079349e-008,7.585005256252e+000
1.783906966889e-008,7.585961804136e+000
1.784236640529e-008,7.547128059943e+000
1.784565368294e-008,7.472037316264e+000
1.784880089840e-008,7.360843106414e+000
1.785199031442e-008,7.203611388353e+000
1.785671895928e-008,6.878652480280e+000
1.786169425909e-008,6.415777471035e+000
1.786699479421e-008,5.791990691796e+000
1.787153062619e-008,5.163043170796e+000
1.787622434645e-008,4.432130629205e+000
1.787707663393e-008,4.292184492087e+000
1.787878120890e-008,4.007109426452e+000
1.788219035884e-008,3.421044687808e+000
1.788303728031e-008,3.272374331251e+000
1.788473112324e-008,2.972792967897e+000
1.788811880911e-008,2.368633349944e+000
1.789128057649e-008,1.803913108355e+000
1.789534929199e-008,1.086770250512e+000
1.790012814095e-008,2.656243882133e-001
1.790370281892e-008,-3.274205791628e-001
1.790803128611e-008,-1.019717871743e+000
1.791232046312e-008,-1.677696641779e+000
1.791846573692e-008,-2.573486895935e+000
1.792386595266e-008,-3.316192133171e+000
1.792861424260e-008,-3.934693523948e+000
1.793361864625e-008,-4.549715617008e+000
1.793458271063e-008,-4.663800714852e+000
1.793651083940e-008,-4.887333042466e+000
1.794036709694e-008,-5.314398382605e+000
1.794103412035e-008,-5.385450504576e+000
1.794236816718e-008,-5.524829072284e+000
1.794503626084e-008,-5.791913970974e+000
1.794846541966e-008,-6.109960522454e+000
1.795199716949e-008,-6.403966976309e+000
1.795488790745e-008,-6.615717871106e+000
1.795539285890e-008,-6.650000647503e+000
1.795640276182e-008,-6.715927615147e+000
1.795842256765e-008,-6.836909860610e+000
1.796246217932e-008,-7.033531011792e+000
1.796672661808e-008,-7.173590491296e+000
1.797332591164e-008,-7.253824333116e+000
1.798007072434e-008,-7.170815386246e+000
1.798370251859e-008,-7.060147349160e+000
1.798716732960e-008,-6.912089356462e+000
1.799269196422e-008,-6.591296253878e+000
1.799786298730e-008,-6.198522421709e+000
1.800583016088e-008,-5.439178683415e+000
1.801386718366e-008,-4.517690041922e+000
1.802126392217e-008,-3.598770309832e+000
1.802845620628e-008,-2.665517430962e+000
1.803748275929e-008,-1.432162023361e+000
1.804408932881e-008,-4.677433345056e-001
1.804963215332e-008,3.904394689552e-001
1.805478062092e-008,1.227435914976e+000
1.805840695820e-008,1.833601366178e+000
1.806303301205e-008,2.611065893526e+000
1.806806579193e-008,3.444628381227e+000
1.807218471154e-008,4.094527863066e+000
1.807565134154e-008,4.611726905142e+000
1.808034287901e-008,5.260076289898e+000
1.808281524941e-008,5.573961720155e+000
1.808537383990e-008,5.877704583842e+000
1.808851814499e-008,6.219491937888e+000
1.809166281387e-008,6.524705452817e+000
1.809778480461e-008,7.006777063555e+000
1.810366814393e-008,7.329903900594e+000
1.810766919302e-008,7.474825040018e+000
1.811180266454e-008,7.566537023743e+000
1.811652985421e-008,7.604319285718e+000
1.812128323732e-008,7.574307976546e+000
1.812366538584e-008,7.532684918596e+000
1.812615594613e-008,7.468611651305e+000
1.812874909742e-008,7.377985884285e+000
1.813247074974e-008,7.199237226900e+000
1.813700076095e-008,6.895673456138e+000
1.814289137624e-008,6.350601341977e+000
1.814825666738e-008,5.709592408138e+000
1.815279832013e-008,5.074150082787e+000
1.815692960886e-008,4.430978070045e+000
1.815780872644e-008,4.287487731761e+000
1.815956696160e-008,3.994922436925e+000
1.816308343191e-008,3.391785779812e+000
1.816396254949e-008,3.237795208330e+000
1.816572078465e-008,2.927280620542e+000
1.816873921566e-008,2.389772431852e+000
1.817184750476e-008,1.833846195429e+000
1.817540472043e-008,1.203192788114e+000
1.817969971821e-008,4.557938726351e-001
1.818409148623e-008,-2.830862735459e-001
1.818826060994e-008,-9.585235180628e-001
1.819250249323e-008,-1.617489653855e+000
1.819713800583e-008,-2.305394107290e+000
1.820155378450e-008,-2.930191373929e+000
1.820592226945e-008,-3.519206088557e+000
1.821039916617e-008,-4.092646021127e+000
1.821737098876e-008,-4.921553338564e+000
1.822280030833e-008,-5.505471040933e+000
1.822663328280e-008,-5.880743191398e+000
1.823091663905e-008,-6.257407895441e+000
1.823616842526e-008,-6.649095365849e+000
1.824188660035e-008,-6.971068174227e+000
1.824793801429e-008,-7.179836741328e+000
1.825361617162e-008,-7.247751758095e+000
1.826030641464e-008,-7.173292133168e+000
1.826452355967e-008,-7.044894502317e+000
1.826954542562e-008,-6.812506157294e+000
1.827531089443e-008,-6.442136188642e+000
1.828374227412e-008,-5.712390044989e+000
1.828999741488e-008,-5.051015418333e+000
1.829738396705e-008,-4.178007993599e+000
1.830542098983e-008,-3.158874706366e+000
1.831267148159e-008,-2.192774054987e+000
1.832013661410e-008,-1.146277778014e+000
1.832585115121e-008,-2.936326765377e-001
1.833119170410e-008,5.501204416747e-001
1.833661665810e-008,1.448900836371e+000
1.834213328916e-008,2.387743514668e+000
1.834756697431e-008,3.292943510517e+000
1.835203805026e-008,4.003273108911e+000
1.835566002196e-008,4.545490378874e+000
1.836027879986e-008,5.184768899572e+000
1.836338199578e-008,5.575618797952e+000
1.836634876750e-008,5.918897512039e+000
1.836962258462e-008,6.261994715248e+000
1.837376260451e-008,6.638881693484e+000
1.837907841914e-008,7.025284608429e+000
1.838563696733e-008,7.354667573906e+000
1.839053441440e-008,7.500861605232e+000
1.839512117808e-008,7.565347724501e+000
1.840053740093e-008,7.559759860707e+000
1.840425323248e-008,7.503350269128e+000
1.840755688104e-008,7.414335872658e+000
1.841123851559e-008,7.268068940329e+000
1.841548403686e-008,7.027965773020e+000
1.842099339197e-008,6.588519221341e+000
1.842671593263e-008,5.975911883787e+000
1.843328539476e-008,5.090415796280e+000
1.843896209689e-008,4.204881355013e+000
1.844439141646e-008,3.277085796311e+000
1.844534129273e-008,3.109441825979e+000
1.844724104526e-008,2.771720278375e+000
1.845104055033e-008,2.091153803675e+000
1.845559675499e-008,1.277800746205e+000
1.846067973897e-008,3.906799996966e-001
1.846412235832e-008,-1.904652314423e-001
1.846793932568e-008,-8.132722949246e-001
1.847199494446e-008,-1.448709976944e+000
1.847656570103e-008,-2.132264752893e+000
1.848303257216e-008,-3.042808311761e+000
