Freq.	S11(v1)	S21(v1)	S12(v1)	S22(v1)
2.99399399399399e+09	(-4.22615039288268e+00dB,1.11605708184904e+02°)	(-2.06161183329151e+00dB,1.13817990270812e+02°)	(-2.06161183329152e+00dB,1.13817990270812e+02°)	(-4.22607174955191e+00dB,-6.39676399397570e+01°)
2.99799799799800e+09	(-4.28038151759169e+00dB,1.11313996199379e+02°)	(-2.02899432472277e+00dB,1.13529230386655e+02°)	(-2.02899432472277e+00dB,1.13529230386655e+02°)	(-4.28030243278426e+00dB,-6.42534353738806e+01°)
3.00200200200200e+09	(-4.33535035605250e+00dB,1.11021327183456e+02°)	(-1.99658964061424e+00dB,1.13239513384576e+02°)	(-1.99658964061424e+00dB,1.13239513384576e+02°)	(-4.33527082262161e+00dB,-6.45401878015271e+01°)
3.00600600600600e+09	(-4.39106789461749e+00dB,1.10727709999848e+02°)	(-1.96439976660841e+00dB,1.12948848125499e+02°)	(-1.96439976660841e+00dB,1.12948848125499e+02°)	(-4.39098790524263e+00dB,-6.48278883584596e+01°)
3.01001001001001e+09	(-4.44754532768015e+00dB,1.10433153758097e+02°)	(-1.93242667886942e+00dB,1.12657243717125e+02°)	(-1.93242667886942e+00dB,1.12657243717125e+02°)	(-4.44746487486144e+00dB,-6.51165279335595e+01°)
3.01401401401401e+09	(-4.50479406401589e+00dB,1.10137667814901e+02°)	(-1.90067234327215e+00dB,1.12364709514245e+02°)	(-1.90067234327215e+00dB,1.12364709514245e+02°)	(-4.50471314006815e+00dB,-6.54060971685014e+01°)
3.01801801801802e+09	(-4.56282573341072e+00dB,1.09841261774303e+02°)	(-1.86913871458363e+00dB,1.12071255118936e+02°)	(-1.86913871458363e+00dB,1.12071255118936e+02°)	(-4.56274433045733e+00dB,-6.56965864575579e+01°)
3.02202202202202e+09	(-4.62165219359348e+00dB,1.09543945487754e+02°)	(-1.83782773563731e+00dB,1.11776890380614e+02°)	(-1.83782773563731e+00dB,1.11776890380614e+02°)	(-4.62157030355996e+00dB,-6.59879859475389e+01°)
3.02602602602602e+09	(-4.68128553748792e+00dB,1.09245729054027e+02°)	(-1.80674133650037e+00dB,1.11481625395954e+02°)	(-1.80674133650037e+00dB,1.11481625395954e+02°)	(-4.68120315209520e+00dB,-6.62802855378673e+01°)
3.03003003003003e+09	(-4.74173810080073e+00dB,1.08946622819013e+02°)	(-1.77588143363553e+00dB,1.11185470508671e+02°)	(-1.77588143363552e+00dB,1.11185470508671e+02°)	(-4.74165521155826e+00dB,-6.65734748807906e+01°)
3.03403403403403e+09	(-4.80302246996547e+00dB,1.08646637375354e+02°)	(-1.74524992905680e+00dB,1.10888436309163e+02°)	(-1.74524992905680e+00dB,1.10888436309163e+02°)	(-4.80293906816387e+00dB,-6.68675433817366e+01°)
3.03803803803804e+09	(-4.86515149046017e+00dB,1.08345783561947e+02°)	(-1.71484870948067e+00dB,1.10590533634001e+02°)	(-1.71484870948067e+00dB,1.10590533634001e+02°)	(-4.86506756716371e+00dB,-6.71624801998109e+01°)
3.04204204204204e+09	(-4.92813827551974e+00dB,1.08044072463296e+02°)	(-1.68467964547290e+00dB,1.10291773565287e+02°)	(-1.68467964547290e+00dB,1.10291773565287e+02°)	(-4.92805382155837e+00dB,-6.74582742484404e+01°)
3.04604604604604e+09	(-4.99199621526466e+00dB,1.07741515408721e+02°)	(-1.65474459059176e+00dB,1.09992167429850e+02°)	(-1.65474459059176e+00dB,1.09992167429850e+02°)	(-4.99191122122577e+00dB,-6.77549141961641e+01°)
3.05005005005005e+09	(-5.05673898626901e+00dB,1.07438123971409e+02°)	(-1.62504538052821e+00dB,1.09691726798298e+02°)	(-1.62504538052821e+00dB,1.09691726798298e+02°)	(-5.05665344248879e+00dB,-6.80523884675746e+01°)
3.05405405405405e+09	(-5.12238056159203e+00dB,1.07133909967319e+02°)	(-1.59558383224387e+00dB,1.09390463483924e+02°)	(-1.59558383224387e+00dB,1.09390463483924e+02°)	(-5.12229445814646e+00dB,-6.83506852444098e+01°)
3.05805805805806e+09	(-5.18893522129960e+00dB,1.06828885453937e+02°)	(-1.56636174310735e+00dB,1.09088389541447e+02°)	(-1.56636174310735e+00dB,1.09088389541447e+02°)	(-5.18884854799499e+00dB,-6.86497924667993e+01°)
3.06206206206206e+09	(-5.25641756350248e+00dB,1.06523062728867e+02°)	(-1.53738089002965e+00dB,1.08785517265604e+02°)	(-1.53738089002965e+00dB,1.08785517265604e+02°)	(-5.25633030986563e+00dB,-6.89496978346646e+01°)
3.06606606606606e+09	(-5.32484251594131e+00dB,1.06216454328272e+02°)	(-1.50864302859948e+00dB,1.08481859189586e+02°)	(-1.50864302859948e+00dB,1.08481859189586e+02°)	(-5.32475467120919e+00dB,-6.92503888092753e+01°)
3.07007007007007e+09	(-5.39422534814882e+00dB,1.05909073025154e+02°)	(-1.48014989221905e+00dB,1.08177428083316e+02°)	(-1.48014989221906e+00dB,1.08177428083316e+02°)	(-5.39413690125777e+00dB,-6.95518526149643e+01°)
3.07407407407407e+09	(-5.46458168422298e+00dB,1.05600931827481e+02°)	(-1.45190319124130e+00dB,1.07872236951562e+02°)	(-1.45190319124130e+00dB,1.07872236951562e+02°)	(-5.46449262379741e+00dB,-6.98540762409991e+01°)
3.07807807807808e+09	(-5.53592751624612e+00dB,1.05292043976145e+02°)	(-1.42390461210904e+00dB,1.07566299031900e+02°)	(-1.42390461210904e+00dB,1.07566299031900e+02°)	(-5.53583783058665e+00dB,-7.01570464436146e+01°)
3.08208208208208e+09	(-5.60827921838759e+00dB,1.04982422942769e+02°)	(-1.39615581649711e+00dB,1.07259627792508e+02°)	(-1.39615581649711e+00dB,1.07259627792508e+02°)	(-5.60818889545865e+00dB,-7.04607497482047e+01°)
3.08608608608608e+09	(-5.68165356173000e+00dB,1.04672082427347e+02°)	(-1.36865844045816e+00dB,1.06952236929803e+02°)	(-1.36865844045815e+00dB,1.06952236929803e+02°)	(-5.68156258914686e+00dB,-7.07651724516750e+01°)
3.09009009009009e+09	(-5.75606772986248e+00dB,1.04361036355726e+02°)	(-1.34141409357274e+00dB,1.06644140365914e+02°)	(-1.34141409357274e+00dB,1.06644140365914e+02°)	(-5.75597609487755e+00dB,-7.10703006249561e+01°)
3.09409409409409e+09	(-5.83153933528563e+00dB,1.04049298876923e+02°)	(-1.31442435810481e+00dB,1.06335352245997e+02°)	(-1.31442435810481e+00dB,1.06335352245997e+02°)	(-5.83144702477415e+00dB,-7.13761201156783e+01°)
3.09809809809810e+09	(-5.90808643667763e+00dB,1.03736884360287e+02°)	(-1.28769078816322e+00dB,1.06025886935384e+02°)	(-1.28769078816322e+00dB,1.06025886935384e+02°)	(-5.90799343712267e+00dB,-7.16826165510073e+01°)
3.10210210210210e+09	(-5.98572755707373e+00dB,1.03423807392493e+02°)	(-1.26121490887006e+00dB,1.05715759016573e+02°)	(-1.26121490887006e+00dB,1.05715759016573e+02°)	(-5.98563385455039e+00dB,-7.19897753406396e+01°)
3.10610610610610e+09	(-6.06448170301471e+00dB,1.03110082774377e+02°)	(-1.23499821553672e+00dB,1.05404983286055e+02°)	(-1.23499821553672e+00dB,1.05404983286055e+02°)	(-6.06438728317353e+00dB,-7.22975816799602e+01°)
3.11011011011011e+09	(-6.14436838472402e+00dB,1.02795725517619e+02°)	(-1.20904217284850e+00dB,1.05093574750984e+02°)	(-1.20904217284850e+00dB,1.05093574750984e+02°)	(-6.14427323277351e+00dB,-7.26060205533576e+01°)
3.11411411411411e+09	(-6.22540763737776e+00dB,1.02480750841251e+02°)	(-1.18334821405856e+00dB,1.04781548625682e+02°)	(-1.18334821405856e+00dB,1.04781548625682e+02°)	(-6.22531173806610e+00dB,-7.29150767376992e+01°)
3.11811811811812e+09	(-6.30762004353640e+00dB,1.02165174168024e+02°)	(-1.15791774019201e+00dB,1.04468920327990e+02°)	(-1.15791774019201e+00dB,1.04468920327990e+02°)	(-6.30752338113212e+00dB,-7.32247348059635e+01°)
3.12212212212212e+09	(-6.39102675681124e+00dB,1.01849011120604e+02°)	(-1.13275211926105e+00dB,1.04155705475458e+02°)	(-1.13275211926105e+00dB,1.04155705475458e+02°)	(-6.39092931508286e+00dB,-7.35349791310286e+01°)
3.12612612612612e+09	(-6.47564952684524e+00dB,1.01532277517622e+02°)	(-1.10785268549201e+00dB,1.03841919881385e+02°)	(-1.10785268549201e+00dB,1.03841919881385e+02°)	(-6.47555128903989e+00dB,-7.38457938896156e+01°)
3.13013013013013e+09	(-6.56151072569297e+00dB,1.01214989369571e+02°)	(-1.08322073856492e+00dB,1.03527579550695e+02°)	(-1.08322073856492e+00dB,1.03527579550695e+02°)	(-6.56141167451380e+00dB,-7.41571630663845e+01°)
3.13413413413413e+09	(-6.64863337569128e+00dB,1.00897162874537e+02°)	(-1.05885754286666e+00dB,1.03212700675670e+02°)	(-1.05885754286666e+00dB,1.03212700675670e+02°)	(-6.64853349327360e+00dB,-7.44690704581823e+01°)
3.13813813813814e+09	(-6.73704117891829e+00dB,1.00578814413803e+02°)	(-1.03476432675841e+00dB,1.02897299631527e+02°)	(-1.03476432675842e+00dB,1.02897299631527e+02°)	(-6.73694044680452e+00dB,-7.47814996784375e+01°)
3.14214214214214e+09	(-6.82675854834777e+00dB,1.00259960547289e+02°)	(-1.01094228185819e+00dB,1.02581392971850e+02°)	(-1.01094228185819e+00dB,1.02581392971850e+02°)	(-6.82665694746083e+00dB,-7.50944341617035e+01°)
3.14614614614614e+09	(-6.91781064081236e+00dB,9.99406180088496e+01°)	(-9.87392562339204e-01dB,1.02264997423874e+02°)	(-9.87392562339208e-01dB,1.02264997423874e+02°)	(-6.91770815142768e+00dB,-7.54078571683443e+01°)
3.15015015015015e+09	(-7.01022339189868e+00dB,9.96208037014393e+01°)	(-9.64116284245114e-01dB,1.01948129883629e+02°)	(-9.64116284245115e-01dB,1.01948129883629e+02°)	(-7.01011999361453e+00dB,-7.57217517893604e+01°)
3.15415415415415e+09	(-7.10402355290840e+00dB,9.93005346921282e+01°)	(-9.41114524822493e-01dB,1.01630807410942e+02°)	(-9.41114524822495e-01dB,1.01630807410942e+02°)	(-7.10391922461452e+00dB,-7.60361009513537e+01°)
3.15815815815816e+09	(-7.19923873002769e+00dB,9.89798282069894e+01°)	(-9.18388321871777e-01dB,1.01313047224303e+02°)	(-9.18388321871779e-01dB,1.01313047224303e+02°)	(-7.19913344987212e+00dB,-7.63508874216256e+01°)
3.16216216216216e+09	(-7.29589742586228e+00dB,9.86587016258510e+01°)	(-8.95938673116973e-01dB,1.00994866695600e+02°)	(-8.95938673116973e-01dB,1.00994866695600e+02°)	(-7.29579117121619e+00dB,-7.66660938134065e+01°)
3.16616616616616e+09	(-7.39402908350547e+00dB,9.83371724769210e+01°)	(-8.73766535595196e-01dB,1.00676283344718e+02°)	(-8.73766535595196e-01dB,1.00676283344718e+02°)	(-7.39392183092586e+00dB,-7.69817025912117e+01°)
3.17017017017017e+09	(-7.49366413332219e+00dB,9.80152584312886e+01°)	(-8.51872825066632e-01dB,1.00357314834023e+02°)	(-8.51872825066632e-01dB,1.00357314834023e+02°)	(-7.49355585851239e+00dB,-7.72976960763210e+01°)
3.17417417417417e+09	(-7.59483404264763e+00dB,9.76929772973035e+01°)	(-8.30258415445575e-01dB,1.00037978962711e+02°)	(-8.30258415445575e-01dB,1.00037978962711e+02°)	(-7.59472472041533e+00dB,-7.76140564523760e+01°)
3.17817817817818e+09	(-7.69757136861550e+00dB,9.73703470148416e+01°)	(-8.08924138253276e-01dB,9.97182936610505e+01°)	(-8.08924138253279e-01dB,9.97182936610505e+01°)	(-7.69746097282813e+00dB,-7.79307657710923e+01°)
3.18218218218218e+09	(-7.80190981435007e+00dB,9.70473856494568e+01°)	(-7.87870782093253e-01dB,9.93982769845037e+01°)	(-7.87870782093253e-01dB,9.93982769845037e+01°)	(-7.80179831788749e+00dB,-7.82478059580819e+01°)
3.18618618618618e+09	(-7.90788428877682e+00dB,9.67241113864284e+01°)	(-7.67099092149682e-01dB,9.90779471077445e+01°)	(-7.67099092149683e-01dB,9.90779471077445e+01°)	(-7.90777166348085e+00dB,-7.85651588187785e+01°)
3.19019019019019e+09	(-8.01553097032981e+00dB,9.64005425247044e+01°)	(-7.46609769709424e-01dB,9.87573223185679e+01°)	(-7.46609769709426e-01dB,9.87573223185679e+01°)	(-8.01541718695061e+00dB,-7.88828060444655e+01°)
3.19419419419419e+09	(-8.12488737485773e+00dB,9.60766974707499e+01°)	(-7.26403471708374e-01dB,9.84364210117029e+01°)	(-7.26403471708377e-01dB,9.84364210117029e+01°)	(-8.12477240299658e+00dB,-7.92007292183950e+01°)
3.19819819819820e+09	(-8.23599242806013e+00dB,9.57525947323042e+01°)	(-7.06480810302658e-01dB,9.81152616825299e+01°)	(-7.06480810302659e-01dB,9.81152616825299e+01°)	(-8.23587623610848e+00dB,-7.95189098219983e+01°)
3.20220220220220e+09	(-8.34888654281553e+00dB,9.54282529120485e+01°)	(-6.86842352465023e-01dB,9.77938629207082e+01°)	(-6.86842352465023e-01dB,9.77938629207082e+01°)	(-8.34876909788998e+00dB,-7.98373292411789e+01°)
3.20620620620620e+09	(-8.46361170179592e+00dB,9.51036907011996e+01°)	(-6.67488619607313e-01dB,9.74722434037228e+01°)	(-6.67488619607314e-01dB,9.74722434037228e+01°)	(-8.46349296966861e+00dB,-8.01559687726825e+01°)
3.21021021021021e+09	(-8.58021154580328e+00dB,9.47789268730216e+01°)	(-6.48420087229031e-01dB,9.71504218903485e+01°)	(-6.48420087229033e-01dB,9.71504218903485e+01°)	(-8.58009149082768e+00dB,-8.04748096305384e+01°)
3.21421421421421e+09	(-8.69873146830226e+00dB,9.44539802762748e+01°)	(-6.29637184592781e-01dB,9.68284172140447e+01°)	(-6.29637184592782e-01dB,9.68284172140447e+01°)	(-8.69861005333362e+00dB,-8.07938329525667e+01°)
3.21821821821822e+09	(-8.81921871667287e+00dB,9.41288698285991e+01°)	(-6.11140294426824e-01dB,9.65062482762815e+01°)	(-6.11140294426827e-01dB,9.65062482762815e+01°)	(-8.81909590298306e+00dB,-8.11130198069427e+01°)
3.22222222222222e+09	(-8.94172250075784e+00dB,9.38036145098420e+01°)	(-5.92929752655161e-01dB,9.61839340398053e+01°)	(-5.92929752655163e-01dB,9.61839340398053e+01°)	(-8.94159824794403e+00dB,-8.14323511988145e+01°)
3.22622622622622e+09	(-9.06629410933876e+00dB,9.34782333553350e+01°)	(-5.75005848155423e-01dB,9.58614935218475e+01°)	(-5.75005848155424e-01dB,9.58614935218475e+01°)	(-9.06616837522552e+00dB,-8.17518080769650e+01°)
3.23023023023023e+09	(-9.19298703523809e+00dB,9.31527454491328e+01°)	(-5.57368822545120e-01dB,9.55389457872876e+01°)	(-5.57368822545121e-01dB,9.55389457872876e+01°)	(-9.19285977577206e+00dB,-8.20713713405108e+01°)
3.23423423423423e+09	(-9.32185710982172e+00dB,9.28271699172068e+01°)	(-5.40018869996057e-01dB,9.52163099417685e+01°)	(-5.40018869996058e-01dB,9.52163099417685e+01°)	(-9.32172827895848e+00dB,-8.23910218456336e+01°)
3.23823823823824e+09	(-9.45296264775317e+00dB,9.25015259206177e+01°)	(-5.22956137077643e-01dB,9.48936051247785e+01°)	(-5.22956137077648e-01dB,9.48936051247785e+01°)	(-9.45283219733541e+00dB,-8.27107404123329e+01°)
3.24224224224224e+09	(-9.58636460294710e+00dB,9.21758326486600e+01°)	(-5.06180722628955e-01dB,9.45708505027004e+01°)	(-5.06180722628955e-01dB,9.45708505027003e+01°)	(-9.58623248257329e+00dB,-8.30305078311948e+01°)
3.24624624624624e+09	(-9.72212673677109e+00dB,9.18501093119921e+01°)	(-4.89692677659814e-01dB,9.42480652618362e+01°)	(-4.89692677659814e-01dB,9.42480652618362e+01°)	(-9.72199289365387e+00dB,-8.33503048701687e+01°)
3.25025025025025e+09	(-9.86031579966123e+00dB,9.15243751357629e+01°)	(-4.73492005281177e-01dB,9.39252686014169e+01°)	(-4.73492005281179e-01dB,9.39252686014168e+01°)	(-9.86018017847439e+00dB,-8.36701122813409e+01°)
3.25425425425425e+09	(-1.00010017274522e+01dB,9.11986493527305e+01°)	(-4.57578660664528e-01dB,9.36024797265945e+01°)	(-4.57578660664530e-01dB,9.36024797265945e+01°)	(-1.00008642701652e+01dB,-8.39899108077013e+01°)
3.25825825825826e+09	(-1.01442578538663e+01dB,9.08729511963945e+01°)	(-4.41952551030776e-01dB,9.32797178414347e+01°)	(-4.41952551030776e-01dB,9.32797178414347e+01°)	(-1.01441184995650e+01dB,-8.43096811898895e+01°)
3.26226226226226e+09	(-1.02901611407804e+01dB,9.05472998941403e+01°)	(-4.26613535668328e-01dB,9.29570021419070e+01°)	(-4.26613535668332e-01dB,9.29570021419070e+01°)	(-1.02900198254731e+01dB,-8.46294041729149e+01°)
3.26626626626626e+09	(-1.04387924280797e+01dB,9.02217146604069e+01°)	(-4.11561425980489e-01dB,9.26343518088827e+01°)	(-4.11561425980491e-01dB,9.26343518088827e+01°)	(-1.04386490844858e+01dB,-8.49490605128389e+01°)
3.27027027027027e+09	(-1.05902367051241e+01dB,8.98962146898880e+01°)	(-3.96795985562097e-01dB,9.23117860011485e+01°)	(-3.96795985562099e-01dB,9.23117860011485e+01°)	(-1.05900912624452e+01dB,-8.52686309834095e+01°)
3.27427427427427e+09	(-1.07445834061078e+01dB,8.95708191507697e+01°)	(-3.82316930305208e-01dB,9.19893238484372e+01°)	(-3.82316930305210e-01dB,9.19893238484372e+01°)	(-1.07444357897778e+01dB,-8.55880963826398e+01°)
3.27827827827828e+09	(-1.09019267318717e+01dB,8.92455471780222e+01°)	(-3.68123928533874e-01dB,9.16669844444884e+01°)	(-3.68123928533876e-01dB,9.16669844444884e+01°)	(-1.09017768632847e+01dB,-8.59074375393159e+01°)
3.28228228228228e+09	(-1.10623660010607e+01dB,8.89204178667444e+01°)	(-3.54216601167605e-01dB,9.13447868401388e+01°)	(-3.54216601167606e-01dB,9.13447868401388e+01°)	(-1.10622137972739e+01dB,-8.62266353194258e+01°)
3.28628628628628e+09	(-1.12260060338902e+01dB,8.85954502655782e+01°)	(-3.40594521913509e-01dB,9.10227500364525e+01°)	(-3.40594521913509e-01dB,9.10227500364525e+01°)	(-1.12258514072988e+01dB,-8.65456706324945e+01°)
3.29029029029029e+09	(-1.13929575722189e+01dB,8.82706633702038e+01°)	(-3.27257217486807e-01dB,9.07008929778983e+01°)	(-3.27257217486807e-01dB,9.07008929778983e+01°)	(-1.13928004302001e+01dB,-8.68645244378133e+01°)
3.29429429429429e+09	(-1.15633377401263e+01dB,8.79460761169165e+01°)	(-3.14204167859338e-01dB,9.03792345455747e+01°)	(-3.14204167859337e-01dB,9.03792345455747e+01°)	(-1.15631779846483e+01dB,-8.71831777505480e+01°)
3.29829829829830e+09	(-1.17372705497670e+01dB,8.76217073763084e+01°)	(-3.01434806535891e-01dB,9.00577935504950e+01°)	(-3.01434806535893e-01dB,9.00577935504950e+01°)	(-1.17371080769599e+01dB,-8.75016116477116e+01°)
3.30230230230230e+09	(-1.19148874579491e+01dB,8.72975759470581e+01°)	(-2.88948520857933e-01dB,8.97365887269338e+01°)	(-2.88948520857932e-01dB,8.97365887269338e+01°)	(-1.19147221576316e+01dB,-8.78198072739821e+01°)
3.30630630630630e+09	(-1.20963279796585e+01dB,8.69737005498466e+01°)	(-2.76744652334347e-01dB,8.94156387258433e+01°)	(-2.76744652334347e-01dB,8.94156387258433e+01°)	(-1.20961597348162e+01dB,-8.81377458473494e+01°)
3.31031031031031e+09	(-1.22817403656661e+01dB,8.66500998214090e+01°)	(-2.64822496998816e-01dB,8.90949621083438e+01°)	(-2.64822496998819e-01dB,8.90949621083438e+01°)	(-1.22815690518743e+01dB,-8.84554086645679e+01°)
3.31431431431431e+09	(-1.24712823524190e+01dB,8.63267923087388e+01°)	(-2.53181305793321e-01dB,8.87745773392936e+01°)	(-2.53181305793318e-01dB,8.87745773392936e+01°)	(-1.24711078372036e+01dB,-8.87727771063931e+01°)
3.31831831831832e+09	(-1.26651219936655e+01dB,8.60037964634653e+01°)	(-2.41820284977404e-01dB,8.84545027809464e+01°)	(-2.41820284977406e-01dB,8.84545027809464e+01°)	(-1.26649441357934e+01dB,-8.90898326425738e+01°)
3.32232232232232e+09	(-1.28634385847469e+01dB,8.56811306364128e+01°)	(-2.30738596562523e-01dB,8.81347566866965e+01°)	(-2.30738596562522e-01dB,8.81347566866965e+01°)	(-1.28632572334365e+01dB,-8.94065568365725e+01°)
3.32632632632632e+09	(-1.30664236922222e+01dB,8.53588130723746e+01°)	(-2.19935358771130e-01dB,8.78153571949231e+01°)	(-2.19935358771132e-01dB,8.78153571949231e+01°)	(-1.30662386862624e+01dB,-8.97229313499756e+01°)
3.33033033033033e+09	(-1.32742823035711e+01dB,8.50368619051152e+01°)	(-2.09409646519797e-01dB,8.74963223229330e+01°)	(-2.09409646519799e-01dB,8.74963223229330e+01°)	(-1.32740934703372e+01dB,-9.00389379465576e+01°)
3.33433433433433e+09	(-1.34872341141816e+01dB,8.47152951526338e+01°)	(-1.99160491925832e-01dB,8.71776699610101e+01°)	(-1.99160491925834e-01dB,8.71776699610101e+01°)	(-1.34870412685316e+01dB,-9.03545584959490e+01°)
3.33833833833834e+09	(-1.37055149717753e+01dB,8.43941307127190e+01°)	(-1.89186884836797e-01dB,8.68594178665759e+01°)	(-1.89186884836799e-01dB,8.68594178665759e+01°)	(-1.37053179148094e+01dB,-9.06697749768557e+01°)
3.34234234234234e+09	(-1.39293785019666e+01dB,8.40733863588285e+01°)	(-1.79487773382246e-01dB,8.65415836584629e+01°)	(-1.79487773382245e-01dB,8.65415836584629e+01°)	(-1.39291770196301e+01dB,-9.09845694797634e+01°)
3.34634634634634e+09	(-1.41590979429178e+01dB,8.37530797363424e+01°)	(-1.70062064547067e-01dB,8.62241848113094e+01°)	(-1.70062064547071e-01dB,8.62241848113094e+01°)	(-1.41588918044207e+01dB,-9.12989242090511e+01°)
3.35035035035035e+09	(-1.43949682222245e+01dB,8.34332283592348e+01°)	(-1.60908624765716e-01dB,8.59072386500758e+01°)	(-1.60908624765719e-01dB,8.59072386500758e+01°)	(-1.43947571782507e+01dB,-9.16128214844206e+01°)
3.35435435435435e+09	(-1.46373083154564e+01dB,8.31138496072300e+01°)	(-1.52026280536616e-01dB,8.55907623446885e+01°)	(-1.52026280536619e-01dB,8.55907623446885e+01°)	(-1.46370920961260e+01dB,-9.19262437415303e+01°)
3.35835835835836e+09	(-1.48864639334783e+01dB,8.27949607235138e+01°)	(-1.43413819056088e-01dB,8.52747729048144e+01°)	(-1.43413819056090e-01dB,8.52747729048144e+01°)	(-1.48862422460224e+01dB,-9.22391735316965e+01°)
3.36236236236236e+09	(-1.51428105951355e+01dB,8.24765788130961e+01°)	(-1.35069988871001e-01dB,8.49592871747713e+01°)	(-1.35069988871001e-01dB,8.49592871747713e+01°)	(-1.51425831212324e+01dB,-9.25515935204976e+01°)
3.36636636636636e+09	(-1.54067571535947e+01dB,8.21587208419243e+01°)	(-1.26993500549370e-01dB,8.46443218285727e+01°)	(-1.26993500549371e-01dB,8.46443218285727e+01°)	(-1.54065235463070e+01dB,-9.28634864850730e+01°)
3.37037037037037e+09	(-1.56787498591705e+01dB,8.18414036369003e+01°)	(-1.19183027368252e-01dB,8.43298933651169e+01°)	(-1.19183027368255e-01dB,8.43298933651169e+01°)	(-1.56785097394095e+01dB,-9.31748353098638e+01°)
3.37437437437437e+09	(-1.59592770596806e+01dB,8.15246438869572e+01°)	(-1.11637206018025e-01dB,8.40160181035175e+01°)	(-1.11637206018024e-01dB,8.40160181035175e+01°)	(-1.59590300121067e+01dB,-9.34856229804750e+01°)
3.37837837837838e+09	(-1.62488746622895e+01dB,8.12084581454200e+01°)	(-1.04354637322313e-01dB,8.37027121785802e+01°)	(-1.04354637322315e-01dB,8.37027121785802e+01°)	(-1.62486202305380e+01dB,-9.37958325752553e+01°)
3.38238238238238e+09	(-1.65481325098666e+01dB,8.08928628339232e+01°)	(-9.73338869728013e-02dB,8.33899915364298e+01°)	(-9.73338869728052e-02dB,8.33899915364298e+01°)	(-1.65478701909607e+01dB,-9.41054472540864e+01°)
3.38638638638638e+09	(-1.68577018620140e+01dB,8.05778742482293e+01°)	(-9.05734862780658e-02dB,8.30778719302866e+01°)	(-9.05734862780668e-02dB,8.30778719302866e+01°)	(-1.68574310997934e+01dB,-9.44144502437250e+01°)
3.39039039039039e+09	(-1.71783042187066e+01dB,8.02635085664028e+01°)	(-8.40719329256107e-02dB,8.27663689163970e+01°)	(-8.40719329256117e-02dB,8.27663689163970e+01°)	(-1.71780243960550e+01dB,-9.47228248188537e+01°)
3.39439439439439e+09	(-1.75107417865160e+01dB,7.99497818599237e+01°)	(-7.78276917563256e-02dB,8.24554978501176e+01°)	(-7.78276917563266e-02dB,8.24554978501176e+01°)	(-1.75104522161163e+01dB,-9.50305542777382e+01°)
3.39839839839840e+09	(-1.78559099686181e+01dB,7.96367101085148e+01°)	(-7.18391955505507e-02dB,8.21452738821580e+01°)	(-7.18391955505507e-02dB,8.21452738821580e+01°)	(-1.78556098818842e+01dB,-9.53376219110517e+01°)
3.40240240240240e+09	(-1.82148123671643e+01dB,7.93243092196948e+01°)	(-6.61048458247895e-02dB,8.18357119549790e+01°)	(-6.61048458247875e-02dB,8.18357119549790e+01°)	(-1.82145009009034e+01dB,-9.56440109619368e+01°)
3.40640640640640e+09	(-1.85885789299953e+01dB,7.90125950544409e+01°)	(-6.06230136384495e-02dB,8.15268267993507e+01°)	(-6.06230136384495e-02dB,8.15268267993507e+01°)	(-1.85882551102160e+01dB,-9.59497045747336e+01°)
3.41041041041041e+09	(-1.89784880672920e+01dB,7.87015834608157e+01°)	(-5.53920404096306e-02dB,8.12186329310725e+01°)	(-5.53920404096325e-02dB,8.12186329310725e+01°)	(-1.89781507893944e+01dB,-9.62546857288801e+01°)
3.41441441441441e+09	(-1.93859938282944e+01dB,7.83912903181065e+01°)	(-5.04102387391102e-02dB,8.09111446478494e+01°)	(-5.04102387391140e-02dB,8.09111446478494e+01°)	(-1.93856418326250e+01dB,-9.65589371531696e+01°)
3.41841841841842e+09	(-1.98127595942477e+01dB,7.80817315950565e+01°)	(-4.56758932418630e-02dB,8.06043760263342e+01°)	(-4.56758932418582e-02dB,8.06043760263342e+01°)	(-1.98123914356548e+01dB,-9.68624412136828e+01°)
3.42242242242242e+09	(-2.02607002573952e+01dB,7.77729234272028e+01°)	(-4.11872613851245e-02dB,8.02983409193297e+01°)	(-4.11872613851264e-02dB,8.02983409193297e+01°)	(-2.02603142669265e+01dB,-9.71651797659357e+01°)
3.42642642642642e+09	(-2.07320355875550e+01dB,7.74648822205395e+01°)	(-3.69425743322829e-02dB,7.99930529531507e+01°)	(-3.69425743322839e-02dB,7.99930529531507e+01°)	(-2.07316298237309e+01dB,-9.74671339576712e+01°)
3.43043043043043e+09	(-2.12293585476926e+01dB,7.71576247920607e+01°)	(-3.29400377917245e-02dB,7.96885255251510e+01°)	(-3.29400377917255e-02dB,7.96885255251510e+01°)	(-2.12289307337549e+01dB,-9.77682839624794e+01°)
3.43443443443443e+09	(-2.17557238833608e+01dB,7.68511685628689e+01°)	(-2.91778328699208e-02dB,7.93847718014102e+01°)	(-2.91778328699198e-02dB,7.93847718014102e+01°)	(-2.17552713253571e+01dB,-9.80686086147435e+01°)
3.43843843843844e+09	(-2.23147646641656e+01dB,7.65455318277038e+01°)	(-2.56541169278257e-02dB,7.90818047145803e+01°)	(-2.56541169278238e-02dB,7.90818047145803e+01°)	(-2.23142841423893e+01dB,-9.83680849010538e+01°)
