Freq.	S11(v1)	S21(v1)	S12(v1)	S22(v1)
1.00000000000000e+09	(-7.63264472827393e-03dB,1.70329893806974e+02°)	(-2.75765340132028e+01dB,1.71068525753368e+02°)	(-2.75765340132028e+01dB,1.71068525753368e+02°)	(-7.59647315781914e-03dB,-8.19095015261967e+00°)
1.00400400400400e+09	(-7.76593353465272e-03dB,1.70285165309219e+02°)	(-2.75010584935836e+01dB,1.71026761301606e+02°)	(-2.75010584935836e+01dB,1.71026761301606e+02°)	(-7.72974947586631e-03dB,-8.22975683532340e+00°)
1.00800800800801e+09	(-7.90111163515386e-03dB,1.70240356632149e+02°)	(-2.74258319627602e+01dB,1.70984916637790e+02°)	(-2.74258319627602e+01dB,1.70984916637790e+02°)	(-7.86491502015002e-03dB,-8.26864370606599e+00°)
1.01201201201201e+09	(-8.03820062101279e-03dB,1.70195467278764e+02°)	(-2.73508521920094e+01dB,1.70942991265229e+02°)	(-2.73508521920094e+01dB,1.70942991265229e+02°)	(-8.00199138164549e-03dB,-8.30761126188022e+00°)
1.01601601601602e+09	(-8.17722229743186e-03dB,1.70150496749501e+02°)	(-2.72761169783925e+01dB,1.70900984684660e+02°)	(-2.72761169783925e+01dB,1.70900984684660e+02°)	(-8.14100036530044e-03dB,-8.34666000236301e+00°)
1.02002002002002e+09	(-8.31819868580161e-03dB,1.70105444542213e+02°)	(-2.72016241443467e+01dB,1.70858896394233e+02°)	(-2.72016241443467e+01dB,1.70858896394233e+02°)	(-8.28196399224678e-03dB,-8.38579042969568e+00°)
1.02402402402402e+09	(-8.46115202592655e-03dB,1.70060310152147e+02°)	(-2.71273715372854e+01dB,1.70816725889488e+02°)	(-2.71273715372854e+01dB,1.70816725889488e+02°)	(-8.42490450203504e-03dB,-8.42500304866440e+00°)
1.02802802802803e+09	(-8.60610477830255e-03dB,1.70015093071924e+02°)	(-2.70533570292056e+01dB,1.70774472663333e+02°)	(-2.70533570292056e+01dB,1.70774472663333e+02°)	(-8.56984435488762e-03dB,-8.46429836668071e+00°)
1.03203203203203e+09	(-8.75307962639584e-03dB,1.69969792791522e+02°)	(-2.69795785163034e+01dB,1.70732136206027e+02°)	(-2.69795785163034e+01dB,1.70732136206027e+02°)	(-8.71680623401543e-03dB,-8.50367689380233e+00°)
1.03603603603604e+09	(-8.90209947896506e-03dB,1.69924408798249e+02°)	(-2.69060339185964e+01dB,1.70689716005155e+02°)	(-2.69060339185964e+01dB,1.70689716005155e+02°)	(-8.86581304790999e-03dB,-8.54313914275399e+00°)
1.04004004004004e+09	(-9.05318747241005e-03dB,1.69878940576726e+02°)	(-2.68327211795539e+01dB,1.70647211545611e+02°)	(-2.68327211795539e+01dB,1.70647211545611e+02°)	(-9.01688793270089e-03dB,-8.58268562894852e+00°)
1.04404404404404e+09	(-9.20636697313769e-03dB,1.69833387608864e+02°)	(-2.67596382657341e+01dB,1.70604622309574e+02°)	(-2.67596382657341e+01dB,1.70604622309574e+02°)	(-9.17005425452837e-03dB,-8.62231687050807e+00°)
1.04804804804805e+09	(-9.36166157996805e-03dB,1.69787749373844e+02°)	(-2.66867831664283e+01dB,1.70561947776490e+02°)	(-2.66867831664283e+01dB,1.70561947776490e+02°)	(-9.32533561193501e-03dB,-8.66203338828547e+00°)
1.05205205205205e+09	(-9.51909512655968e-03dB,1.69742025348094e+02°)	(-2.66141538933113e+01dB,1.70519187423046e+02°)	(-2.66141538933113e+01dB,1.70519187423046e+02°)	(-9.48275583831415e-03dB,-8.70183570588581e+00°)
1.05605605605606e+09	(-9.67869168387520e-03dB,1.69696215005269e+02°)	(-2.65417484800995e+01dB,1.70476340723151e+02°)	(-2.65417484800995e+01dB,1.70476340723151e+02°)	(-9.64233900434166e-03dB,-8.74172434968811e+00°)
1.06006006006006e+09	(-9.84047556265838e-03dB,1.69650317816228e+02°)	(-2.64695649822147e+01dB,1.70433407147915e+02°)	(-2.64695649822147e+01dB,1.70433407147915e+02°)	(-9.80410942049649e-03dB,-8.78169984886726e+00°)
1.06406406406406e+09	(-1.00044713159575e-02dB,1.69604333249011e+02°)	(-2.63976014764544e+01dB,1.70390386165627e+02°)	(-2.63976014764544e+01dB,1.70390386165627e+02°)	(-9.96809163953470e-03dB,-8.82176273541604e+00°)
1.06806806806807e+09	(-1.01707037416726e-02dB,1.69558260768819e+02°)	(-2.63258560606684e+01dB,1.70347277241728e+02°)	(-2.63258560606684e+01dB,1.70347277241728e+02°)	(-1.01343104590784e-02dB,-8.86191354416733e+00°)
1.07207207207207e+09	(-1.03391978851282e-02dB,1.69512099837991e+02°)	(-2.62543268534417e+01dB,1.70304079838796e+02°)	(-2.62543268534417e+01dB,1.70304079838796e+02°)	(-1.03027909241678e-02dB,-8.90215281281656e+00°)
1.07607607607608e+09	(-1.05099790416841e-02dB,1.69465849915978e+02°)	(-2.61830119937826e+01dB,1.70260793416519e+02°)	(-2.61830119937826e+01dB,1.70260793416519e+02°)	(-1.04735583298812e-02dB,-8.94248108194424e+00°)
1.08008008008008e+09	(-1.06830727593739e-02dB,1.69419510459326e+02°)	(-2.61119096408176e+01dB,1.70217417431673e+02°)	(-2.61119096408176e+01dB,1.70217417431673e+02°)	(-1.06466382239558e-02dB,-8.98289889503872e+00°)
1.08408408408408e+09	(-1.08585048415732e-02dB,1.69373080921650e+02°)	(-2.60410179734909e+01dB,1.70173951338099e+02°)	(-2.60410179734909e+01dB,1.70173951338099e+02°)	(-1.08220564094826e-02dB,-9.02340679851913e+00°)
1.08808808808809e+09	(-1.10363013497054e-02dB,1.69326560753609e+02°)	(-2.59703351902704e+01dB,1.70130394586681e+02°)	(-2.59703351902704e+01dB,1.70130394586681e+02°)	(-1.09998389475832e-02dB,-9.06400534175846e+00°)
1.09209209209209e+09	(-1.12164886059714e-02dB,1.69279949402888e+02°)	(-2.58998595088585e+01dB,1.70086746625323e+02°)	(-2.58998595088585e+01dB,1.70086746625323e+02°)	(-1.11800121601751e-02dB,-9.10469507710690e+00°)
1.09609609609610e+09	(-1.13990931961219e-02dB,1.69233246314168e+02°)	(-2.58295891659086e+01dB,1.70043006898924e+02°)	(-2.58295891659086e+01dB,1.70043006898924e+02°)	(-1.13626026327031e-02dB,-9.14547655991525e+00°)
1.10010010010010e+09	(-1.15841419722525e-02dB,1.69186450929108e+02°)	(-2.57595224167461e+01dB,1.69999174849354e+02°)	(-2.57595224167461e+01dB,1.69999174849354e+02°)	(-1.15476372169683e-02dB,-9.18635034855862e+00°)
1.10410410410410e+09	(-1.17716620556390e-02dB,1.69139562686317e+02°)	(-2.56896575350956e+01dB,1.69955249915434e+02°)	(-2.56896575350956e+01dB,1.69955249915434e+02°)	(-1.17351430339404e-02dB,-9.22731700446024e+00°)
1.10810810810811e+09	(-1.19616808396094e-02dB,1.69092581021335e+02°)	(-2.56199928128121e+01dB,1.69911231532908e+02°)	(-2.56199928128121e+01dB,1.69911231532908e+02°)	(-1.19251474766491e-02dB,-9.26837709211552e+00°)
1.11211211211211e+09	(-1.21542259924398e-02dB,1.69045505366602e+02°)	(-2.55505265596172e+01dB,1.69867119134419e+02°)	(-2.55505265596172e+01dB,1.69867119134419e+02°)	(-1.21176782130538e-02dB,-9.30953117911623e+00°)
1.11611611611612e+09	(-1.23493254602931e-02dB,1.68998335151439e+02°)	(-2.54812571028408e+01dB,1.69822912149488e+02°)	(-2.54812571028408e+01dB,1.69822912149488e+02°)	(-1.23127631890198e-02dB,-9.35077983617496e+00°)
1.12012012012012e+09	(-1.25470074701949e-02dB,1.68951069802021e+02°)	(-2.54121827871664e+01dB,1.69778610004488e+02°)	(-2.54121827871664e+01dB,1.69778610004488e+02°)	(-1.25104306312531e-02dB,-9.39212363714969e+00°)
1.12412412412412e+09	(-1.27473005330345e-02dB,1.68903708741354e+02°)	(-2.53433019743815e+01dB,1.69734212122615e+02°)	(-2.53433019743815e+01dB,1.69734212122615e+02°)	(-1.27107090503387e-02dB,-9.43356315906857e+00°)
1.12812812812813e+09	(-1.29502334466183e-02dB,1.68856251389246e+02°)	(-2.52746130431328e+01dB,1.69689717923871e+02°)	(-2.52746130431328e+01dB,1.69689717923871e+02°)	(-1.29136272437592e-02dB,-9.47509898215494e+00°)
1.13213213213213e+09	(-1.31558352987415e-02dB,1.68808697162289e+02°)	(-2.52061143886849e+01dB,1.69645126825031e+02°)	(-2.52061143886849e+01dB,1.69645126825031e+02°)	(-1.31192142989954e-02dB,-9.51673168985254e+00°)
1.13613613613614e+09	(-1.33641354703114e-02dB,1.68761045473825e+02°)	(-2.51378044226840e+01dB,1.69600438239625e+02°)	(-2.51378044226840e+01dB,1.69600438239625e+02°)	(-1.33274995966300e-02dB,-9.55846186885084e+00°)
1.14014014014014e+09	(-1.35751636385006e-02dB,1.68713295733927e+02°)	(-2.50696815729254e+01dB,1.69555651577905e+02°)	(-2.50696815729254e+01dB,1.69555651577905e+02°)	(-1.35385128135246e-02dB,-9.60029010911070e+00°)
1.14414414414414e+09	(-1.37889497799484e-02dB,1.68665447349369e+02°)	(-2.50017442831254e+01dB,1.69510766246824e+02°)	(-2.50017442831254e+01dB,1.69510766246824e+02°)	(-1.37522839259772e-02dB,-9.64221700389012e+00°)
1.14814814814815e+09	(-1.40055241739793e-02dB,1.68617499723605e+02°)	(-2.49339910126968e+01dB,1.69465781650012e+02°)	(-2.49339910126968e+01dB,1.69465781650012e+02°)	(-1.39688432129921e-02dB,-9.68424314977025e+00°)
1.15215215215215e+09	(-1.42249174058862e-02dB,1.68569452256735e+02°)	(-2.48664202365286e+01dB,1.69420697187742e+02°)	(-2.48664202365286e+01dB,1.69420697187742e+02°)	(-1.41882212595321e-02dB,-9.72636914668161e+00°)
1.15615615615616e+09	(-1.44471603702386e-02dB,1.68521304345488e+02°)	(-2.47990304447696e+01dB,1.69375512256912e+02°)	(-2.47990304447696e+01dB,1.69375512256912e+02°)	(-1.44104489598348e-02dB,-9.76859559793051e+00°)
1.16016016016016e+09	(-1.46722842742307e-02dB,1.68473055383188e+02°)	(-2.47318201426155e+01dB,1.69330226251014e+02°)	(-2.47318201426155e+01dB,1.69330226251014e+02°)	(-1.46355575207606e-02dB,-9.81092311022564e+00°)
1.16416416416416e+09	(-1.49003206410809e-02dB,1.68424704759729e+02°)	(-2.46647878501001e+01dB,1.69284838560107e+02°)	(-2.46647878501001e+01dB,1.69284838560107e+02°)	(-1.48635784651828e-02dB,-9.85335229370495e+00°)
1.16816816816817e+09	(-1.51313013134551e-02dB,1.68376251861550e+02°)	(-2.45979321018895e+01dB,1.69239348570793e+02°)	(-2.45979321018895e+01dB,1.69239348570793e+02°)	(-1.50945436354371e-02dB,-9.89588376196268e+00°)
1.17217217217217e+09	(-1.53652584569532e-02dB,1.68327696071607e+02°)	(-2.45312514470804e+01dB,1.69193755666185e+02°)	(-2.45312514470804e+01dB,1.69193755666185e+02°)	(-1.53284851967699e-02dB,-9.93851813207668e+00°)
1.17617617617618e+09	(-1.56022245636138e-02dB,1.68279036769343e+02°)	(-2.44647444490017e+01dB,1.69148059225887e+02°)	(-2.44647444490017e+01dB,1.69148059225887e+02°)	(-1.55654356408811e-02dB,-9.98125602463579e+00°)
1.18018018018018e+09	(-1.58422324554891e-02dB,1.68230273330665e+02°)	(-2.43984096850195e+01dB,1.69102258625957e+02°)	(-2.43984096850195e+01dB,1.69102258625957e+02°)	(-1.58054277894709e-02dB,-1.00240980637677e+01°)
1.18418418418418e+09	(-1.60853152882357e-02dB,1.68181405127909e+02°)	(-2.43322457463449e+01dB,1.69056353238886e+02°)	(-2.43322457463449e+01dB,1.69056353238886e+02°)	(-1.60484947978474e-02dB,-1.00670448771667e+01°)
1.18818818818819e+09	(-1.63315065547723e-02dB,1.68132431529821e+02°)	(-2.42662512378463e+01dB,1.69010342433568e+02°)	(-2.42662512378463e+01dB,1.69010342433568e+02°)	(-1.62946701585758e-02dB,-1.01100970961220e+01°)
1.19219219219219e+09	(-1.65808400889636e-02dB,1.68083351901521e+02°)	(-2.42004247778637e+01dB,1.68964225575271e+02°)	(-2.42004247778637e+01dB,1.68964225575271e+02°)	(-1.65439877051628e-02dB,-1.01532553555460e+01°)
1.19619619619620e+09	(-1.68333500693641e-02dB,1.68034165604476e+02°)	(-2.41347649980263e+01dB,1.68918002025609e+02°)	(-2.41347649980263e+01dB,1.68918002025609e+02°)	(-1.67964816158063e-02dB,-1.01965202940030e+01°)
1.20020020020020e+09	(-1.70890710229992e-02dB,1.67984871996476e+02°)	(-2.40692705430743e+01dB,1.68871671142513e+02°)	(-2.40692705430743e+01dB,1.68871671142513e+02°)	(-1.70521864171684e-02dB,-1.02398925537380e+01°)
1.20420420420420e+09	(-1.73480378291966e-02dB,1.67935470431598e+02°)	(-2.40039400706819e+01dB,1.68825232280201e+02°)	(-2.40039400706819e+01dB,1.68825232280201e+02°)	(-1.73111369882141e-02dB,-1.02833727807056e+01°)
1.20820820820821e+09	(-1.76102857234599e-02dB,1.67885960260181e+02°)	(-2.39387722512849e+01dB,1.68778684789151e+02°)	(-2.39387722512849e+01dB,1.68778684789151e+02°)	(-1.75733685640797e-02dB,-1.03269616245996e+01°)
1.21221221221221e+09	(-1.78758503013966e-02dB,1.67836340828795e+02°)	(-2.38737657679101e+01dB,1.68732028016071e+02°)	(-2.38737657679101e+01dB,1.68732028016071e+02°)	(-1.78389167399986e-02dB,-1.03706597388823e+01°)
1.21621621621622e+09	(-1.81447675226886e-02dB,1.67786611480213e+02°)	(-2.38089193160080e+01dB,1.68685261303866e+02°)	(-2.38089193160080e+01dB,1.68685261303866e+02°)	(-1.81078174752851e-02dB,-1.04144677808145e+01°)
1.22022022022022e+09	(-1.84170737151141e-02dB,1.67736771553379e+02°)	(-2.37442316032885e+01dB,1.68638383991612e+02°)	(-2.37442316032885e+01dB,1.68638383991612e+02°)	(-1.83801070973384e-02dB,-1.04583864114852e+01°)
1.22422422422422e+09	(-1.86928055786197e-02dB,1.67686820383376e+02°)	(-2.36797013495587e+01dB,1.68591395414524e+02°)	(-2.36797013495587e+01dB,1.68591395414524e+02°)	(-1.86558223057293e-02dB,-1.05024162958423e+01°)
1.22822822822823e+09	(-1.89720001894408e-02dB,1.67636757301401e+02°)	(-2.36153272865638e+01dB,1.68544294903926e+02°)	(-2.36153272865638e+01dB,1.68544294903926e+02°)	(-1.89350001763072e-02dB,-1.05465581027227e+01°)
1.23223223223223e+09	(-1.92546950042734e-02dB,1.67586581634730e+02°)	(-2.35511081578307e+01dB,1.68497081787221e+02°)	(-2.35511081578307e+01dB,1.68497081787221e+02°)	(-1.92176781653912e-02dB,-1.05908125048831e+01°)
1.23623623623624e+09	(-1.95409278645017e-02dB,1.67536292706687e+02°)	(-2.34870427185136e+01dB,1.68449755387857e+02°)	(-2.34870427185136e+01dB,1.68449755387857e+02°)	(-1.95038941139732e-02dB,-1.06351801790313e+01°)
1.24024024024024e+09	(-1.98307370004678e-02dB,1.67485889836616e+02°)	(-2.34231297352431e+01dB,1.68402315025298e+02°)	(-2.34231297352431e+01dB,1.68402315025298e+02°)	(-1.97936862520063e-02dB,-1.06796618058573e+01°)
1.24424424424424e+09	(-2.01241610358067e-02dB,1.67435372339844e+02°)	(-2.33593679859768e+01dB,1.68354760014996e+02°)	(-2.33593679859768e+01dB,1.68354760014996e+02°)	(-2.00870932027307e-02dB,-1.07242580700646e+01°)
1.24824824824825e+09	(-2.04212389918281e-02dB,1.67384739527656e+02°)	(-2.32957562598528e+01dB,1.68307089668351e+02°)	(-2.32957562598528e+01dB,1.68307089668351e+02°)	(-2.03841539870638e-02dB,-1.07689696604023e+01°)
1.25225225225225e+09	(-2.07220102919486e-02dB,1.67333990707258e+02°)	(-2.32322933570458e+01dB,1.68259303292686e+02°)	(-2.32322933570458e+01dB,1.68259303292686e+02°)	(-2.06849080280159e-02dB,-1.08137972696967e+01°)
1.25625625625626e+09	(-2.10265147661866e-02dB,1.67283125181746e+02°)	(-2.31689780886247e+01dB,1.68211400191213e+02°)	(-2.31689780886247e+01dB,1.68211400191213e+02°)	(-2.09893951552080e-02dB,-1.08587415948840e+01°)
1.26026026026026e+09	(-2.13347926557179e-02dB,1.67232142250074e+02°)	(-2.31058092764136e+01dB,1.68163379662998e+02°)	(-2.31058092764136e+01dB,1.68163379662998e+02°)	(-2.12976556094125e-02dB,-1.09038033370427e+01°)
1.26426426426426e+09	(-2.16468846174678e-02dB,1.67181041207020e+02°)	(-2.30427857528542e+01dB,1.68115241002933e+02°)	(-2.30427857528542e+01dB,1.68115241002933e+02°)	(-2.16097300471370e-02dB,-1.09489832014262e+01°)
1.26826826826827e+09	(-2.19628317287800e-02dB,1.67129821343157e+02°)	(-2.29799063608707e+01dB,1.68066983501696e+02°)	(-2.29799063608707e+01dB,1.68066983501696e+02°)	(-2.19256595453261e-02dB,-1.09942818974962e+01°)
1.27227227227227e+09	(-2.22826754921399e-02dB,1.67078481944812e+02°)	(-2.29171699537371e+01dB,1.68018606445726e+02°)	(-2.29171699537371e+01dB,1.68018606445726e+02°)	(-2.22454856060398e-02dB,-1.10397001389557e+01°)
1.27627627627628e+09	(-2.26064578399468e-02dB,1.67027022294041e+02°)	(-2.28545753949462e+01dB,1.67970109117183e+02°)	(-2.28545753949462e+01dB,1.67970109117183e+02°)	(-2.25692501612637e-02dB,-1.10852386437829e+01°)
1.28028028028028e+09	(-2.29342211393561e-02dB,1.66975441668587e+02°)	(-2.27921215580809e+01dB,1.67921490793917e+02°)	(-2.27921215580809e+01dB,1.67921490793917e+02°)	(-2.28969955777344e-02dB,-1.11308981342649e+01°)
1.28428428428428e+09	(-2.32660081971809e-02dB,1.66923739341855e+02°)	(-2.27298073266878e+01dB,1.67872750749433e+02°)	(-2.27298073266878e+01dB,1.67872750749433e+02°)	(-2.32287646618322e-02dB,-1.11766793370319e+01°)
1.28828828828829e+09	(-2.36018622648481e-02dB,1.66871914582867e+02°)	(-2.26676315941519e+01dB,1.67823888252856e+02°)	(-2.26676315941519e+01dB,1.67823888252856e+02°)	(-2.35646006645657e-02dB,-1.12225829830917e+01°)
1.29229229229229e+09	(-2.39418270434264e-02dB,1.66819966656236e+02°)	(-2.26055932635749e+01dB,1.67774902568899e+02°)	(-2.26055932635749e+01dB,1.67774902568899e+02°)	(-2.39045472865658e-02dB,-1.12686098078643e+01°)
1.29629629629630e+09	(-2.42859466887103e-02dB,1.66767894822127e+02°)	(-2.25436912476538e+01dB,1.67725792957825e+02°)	(-2.25436912476538e+01dB,1.67725792957825e+02°)	(-2.42486486831939e-02dB,-1.13147605512171e+01°)
1.30030030030030e+09	(-2.46342658163690e-02dB,1.66715698336222e+02°)	(-2.24819244685620e+01dB,1.67676558675413e+02°)	(-2.24819244685620e+01dB,1.67676558675413e+02°)	(-2.45969494696820e-02dB,-1.13610359574998e+01°)
1.30430430430430e+09	(-2.49868295071613e-02dB,1.66663376449686e+02°)	(-2.24202918578328e+01dB,1.67627198972922e+02°)	(-2.24202918578328e+01dB,1.67627198972922e+02°)	(-2.49494947263477e-02dB,-1.14074367755804e+01°)
1.30830830830831e+09	(-2.53436833122190e-02dB,1.66610928409128e+02°)	(-2.23587923562442e+01dB,1.67577713097056e+02°)	(-2.23587923562442e+01dB,1.67577713097056e+02°)	(-2.53063300038714e-02dB,-1.14539637588808e+01°)
1.31231231231231e+09	(-2.57048732583898e-02dB,1.66558353456569e+02°)	(-2.22974249137053e+01dB,1.67528100289928e+02°)	(-2.22974249137053e+01dB,1.67528100289928e+02°)	(-2.56675013286688e-02dB,-1.15006176654132e+01°)
1.31631631631632e+09	(-2.60704458536575e-02dB,1.66505650829403e+02°)	(-2.22361884891449e+01dB,1.67478359789022e+02°)	(-2.22361884891449e+01dB,1.67478359789022e+02°)	(-2.60330552082476e-02dB,-1.15473992578160e+01°)
1.32032032032032e+09	(-2.64404480926169e-02dB,1.66452819760358e+02°)	(-2.21750820504020e+01dB,1.67428490827157e+02°)	(-2.21750820504020e+01dB,1.67428490827157e+02°)	(-2.64030386367716e-02dB,-1.15943093033912e+01°)
1.32432432432432e+09	(-2.68149274620306e-02dB,1.66399859477465e+02°)	(-2.21141045741173e+01dB,1.67378492632451e+02°)	(-2.21141045741173e+01dB,1.67378492632451e+02°)	(-2.67774991005284e-02dB,-1.16413485741411e+01°)
1.32832832832833e+09	(-2.71939319464547e-02dB,1.66346769204016e+02°)	(-2.20532550456269e+01dB,1.67328364428283e+02°)	(-2.20532550456269e+01dB,1.67328364428283e+02°)	(-2.71564845836175e-02dB,-1.16885178468058e+01°)
1.33233233233233e+09	(-2.75775100339252e-02dB,1.66293548158527e+02°)	(-2.19925324588580e+01dB,1.67278105433254e+02°)	(-2.19925324588580e+01dB,1.67278105433254e+02°)	(-2.75400435736074e-02dB,-1.17358179029006e+01°)
1.33633633633634e+09	(-2.79657107217290e-02dB,1.66240195554702e+02°)	(-2.19319358162252e+01dB,1.67227714861152e+02°)	(-2.19319358162252e+01dB,1.67227714861152e+02°)	(-2.79282250673205e-02dB,-1.17832495287540e+01°)
1.34034034034034e+09	(-2.83585835222414e-02dB,1.66186710601391e+02°)	(-2.18714641285291e+01dB,1.67177191920910e+02°)	(-2.18714641285291e+01dB,1.67177191920910e+02°)	(-2.83210785766493e-02dB,-1.18308135155465e+01°)
1.34434434434434e+09	(-2.87561784688386e-02dB,1.66133092502558e+02°)	(-2.18111164148567e+01dB,1.67126535816573e+02°)	(-2.18111164148567e+01dB,1.67126535816573e+02°)	(-2.87186541344956e-02dB,-1.18785106593483e+01°)
1.34834834834835e+09	(-2.91585461218890e-02dB,1.66079340457233e+02°)	(-2.17508917024827e+01dB,1.67075745747251e+02°)	(-2.17508917024827e+01dB,1.67075745747251e+02°)	(-2.91210023007466e-02dB,-1.19263417611590e+01°)
1.35235235235235e+09	(-2.95657375748135e-02dB,1.66025453659481e+02°)	(-2.16907890267724e+01dB,1.67024820907088e+02°)	(-2.16907890267724e+01dB,1.67024820907088e+02°)	(-2.95281741683465e-02dB,-1.19743076269463e+01°)
1.35635635635636e+09	(-2.99778044602330e-02dB,1.65971431298358e+02°)	(-2.16308074310869e+01dB,1.66973760485218e+02°)	(-2.16308074310869e+01dB,1.66973760485218e+02°)	(-2.99402213694182e-02dB,-1.20224090676857e+01°)
1.36036036036036e+09	(-3.03947989561830e-02dB,1.65917272557873e+02°)	(-2.15709459666887e+01dB,1.66922563665725e+02°)	(-2.15709459666887e+01dB,1.66922563665725e+02°)	(-3.03571960815037e-02dB,-1.20706468994004e+01°)
1.36436436436436e+09	(-3.08167737924192e-02dB,1.65862976616946e+02°)	(-2.15112036926490e+01dB,1.66871229627606e+02°)	(-2.15112036926490e+01dB,1.66871229627606e+02°)	(-3.07791510338704e-02dB,-1.21190219432013e+01°)
1.36836836836837e+09	(-3.12437822567942e-02dB,1.65808542649370e+02°)	(-2.14515796757573e+01dB,1.66819757544725e+02°)	(-2.14515796757573e+01dB,1.66819757544725e+02°)	(-3.12061395138644e-02dB,-1.21675350253280e+01°)
1.37237237237237e+09	(-3.16758782017224e-02dB,1.65753969823766e+02°)	(-2.13920729904311e+01dB,1.66768146585780e+02°)	(-2.13920729904311e+01dB,1.66768146585780e+02°)	(-3.16382153733996e-02dB,-1.22161869771888e+01°)
1.37637637637638e+09	(-3.21131160507227e-02dB,1.65699257303550e+02°)	(-2.13326827186279e+01dB,1.66716395914254e+02°)	(-2.13326827186279e+01dB,1.66716395914254e+02°)	(-3.20754330354786e-02dB,-1.22649786354027e+01°)
1.38038038038038e+09	(-3.25555508050491e-02dB,1.65644404246879e+02°)	(-2.12734079497580e+01dB,1.66664504688378e+02°)	(-2.12734079497580e+01dB,1.66664504688378e+02°)	(-3.25178475008512e-02dB,-1.23139108418405e+01°)
1.38438438438438e+09	(-3.30032380504037e-02dB,1.65589409806623e+02°)	(-2.12142477805989e+01dB,1.66612472061089e+02°)	(-2.12142477805989e+01dB,1.66612472061089e+02°)	(-3.29655143547011e-02dB,-1.23629844436665e+01°)
1.38838838838839e+09	(-3.34562339637402e-02dB,1.65534273130312e+02°)	(-2.11552013152113e+01dB,1.66560297179987e+02°)	(-2.11552013152113e+01dB,1.66560297179987e+02°)	(-3.34184897734585e-02dB,-1.24122002933812e+01°)
1.39239239239239e+09	(-3.39145953201471e-02dB,1.65478993360099e+02°)	(-2.10962676648554e+01dB,1.66507979187289e+02°)	(-2.10962676648554e+01dB,1.66507979187289e+02°)	(-3.38768305316876e-02dB,-1.24615592488633e+01°)
1.39639639639640e+09	(-3.43783794998278e-02dB,1.65423569632714e+02°)	(-2.10374459479095e+01dB,1.66455517219795e+02°)	(-2.10374459479095e+01dB,1.66455517219795e+02°)	(-3.43405940090668e-02dB,-1.25110621734128e+01°)
1.40040040040040e+09	(-3.48476444951698e-02dB,1.65368001079425e+02°)	(-2.09787352897895e+01dB,1.66402910408836e+02°)	(-2.09787352897895e+01dB,1.66402910408836e+02°)	(-3.48098381974483e-02dB,-1.25607099357945e+01°)
1.40440440440440e+09	(-3.53224489178948e-02dB,1.65312286825990e+02°)	(-2.09201348228692e+01dB,1.66350157880233e+02°)	(-2.09201348228692e+01dB,1.66350157880233e+02°)	(-3.52846217080147e-02dB,-1.26105034102810e+01°)
1.40840840840841e+09	(-3.58028520063179e-02dB,1.65256425992616e+02°)	(-2.08616436864025e+01dB,1.66297258754257e+02°)	(-2.08616436864025e+01dB,1.66297258754257e+02°)	(-3.57650037785376e-02dB,-1.26604434766971e+01°)
1.41241241241241e+09	(-3.62889136326884e-02dB,1.65200417693912e+02°)	(-2.08032610264461e+01dB,1.66244212145579e+02°)	(-2.08032610264461e+01dB,1.66244212145579e+02°)	(-3.62510442807248e-02dB,-1.27105310204640e+01°)
1.41641641641642e+09	(-3.67806943106283e-02dB,1.65144261038849e+02°)	(-2.07449859957842e+01dB,1.66191017163229e+02°)	(-2.07449859957842e+01dB,1.66191017163229e+02°)	(-3.67428037276479e-02dB,-1.27607669326437e+01°)
1.42042042042042e+09	(-3.72782552026679e-02dB,1.65087955130708e+02°)	(-2.06868177538533e+01dB,1.66137672910550e+02°)	(-2.06868177538533e+01dB,1.66137672910550e+02°)	(-3.72403432812762e-02dB,-1.28111521099845e+01°)
1.42442442442442e+09	(-3.77816581278851e-02dB,1.65031499067041e+02°)	(-2.06287554666689e+01dB,1.66084178485152e+02°)	(-2.06287554666689e+01dB,1.66084178485152e+02°)	(-3.77437247601329e-02dB,-1.28616874549657e+01°)
1.42842842842843e+09	(-3.82909655696312e-02dB,1.64974891939623e+02°)	(-2.05707983067531e+01dB,1.66030532978867e+02°)	(-2.05707983067531e+01dB,1.66030532978867e+02°)	(-3.82530106470013e-02dB,-1.29123738758442e+01°)
1.43243243243243e+09	(-3.88062406833706e-02dB,1.64918132834404e+02°)	(-2.05129454530633e+01dB,1.65976735477703e+02°)	(-2.05129454530633e+01dB,1.65976735477703e+02°)	(-3.87682640967779e-02dB,-1.29632122866999e+01°)
1.43643643643644e+09	(-3.93275473046093e-02dB,1.64861220831467e+02°)	(-2.04551960909219e+01dB,1.65922785061798e+02°)	(-2.04551960909219e+01dB,1.65922785061798e+02°)	(-3.92895489444009e-02dB,-1.30142036074825e+01°)
1.44044044044044e+09	(-3.98549499569429e-02dB,1.64804155004975e+02°)	(-2.03975494119473e+01dB,1.65868680805370e+02°)	(-2.03975494119473e+01dB,1.65868680805370e+02°)	(-3.98169297128857e-02dB,-1.30653487640585e+01°)
1.44444444444444e+09	(-4.03885138601960e-02dB,1.64746934423129e+02°)	(-2.03400046139851e+01dB,1.65814421776675e+02°)	(-2.03400046139851e+01dB,1.65814421776675e+02°)	(-4.03504716214711e-02dB,-1.31166486882582e+01°)
